Fecha_datetime,Year,Month,Day,DOW,NO2_trop_mean,NO2_trop_std
2019-07-26,2019,7,26,4,9.828186057419286e-05,4.8175630941193184e-05
2019-07-27,2019,7,27,5,0.0001089962473315,1.897089902377713e-05
2019-07-28,2019,7,28,6,3.8907050277781e-05,3.0308084876338835e-05
2019-07-30,2019,7,30,1,9.756377980560942e-05,3.610132766187977e-05
2019-07-31,2019,7,31,2,6.46273011533914e-05,2.386231450721327e-05
2019-08-01,2019,8,1,3,9.542530956211896e-05,2.210054061647827e-05
2019-08-02,2019,8,2,4,7.479057352398895e-05,2.4040808385698733e-05
2019-08-06,2019,8,6,1,6.296785736491928e-05,2.1917604744422e-05
2019-08-07,2019,8,7,2,7.77330075079402e-05,5.854709447387597e-05
2019-08-08,2019,8,8,3,0.0001600977996784,3.5756976214497675e-05
2019-08-09,2019,8,9,4,0.0001068460374299,3.258024672014779e-05
2019-08-10,2019,8,10,5,7.610930235792478e-05,2.253923193618862e-05
2019-08-11,2019,8,11,6,4.3819638344161386e-05,3.3818607301669125e-05
2019-08-12,2019,8,12,0,0.0001072342982112,1.4973546289587194e-05
2019-08-13,2019,8,13,1,4.374232184420053e-05,2.288426247231132e-05
2019-08-15,2019,8,15,3,4.605552493832612e-05,7.1292398639735e-05
2019-08-16,2019,8,16,4,0.0001404855887753,3.0500394785720197e-05
2019-08-17,2019,8,17,5,8.011472322134308e-05,1.825001199312229e-05
2019-08-18,2019,8,18,6,4.295138479634474e-05,0.0
2019-08-26,2019,8,26,0,2.8902184567414224e-05,6.305764221126651e-05
2019-08-27,2019,8,27,1,0.0001522022883405,1.1357357420233984e-05
2019-08-28,2019,8,28,2,7.651861611658867e-05,8.23787626619101e-06
2019-08-29,2019,8,29,3,8.02307561551455e-05,2.141144305369364e-05
2019-08-30,2019,8,30,4,8.852649028778215e-05,2.637515793987324e-05
2019-08-31,2019,8,31,5,7.891980336366779e-05,1.500078732195582e-05
2019-09-02,2019,9,2,0,0.0001275012096365,3.3020523821487934e-05
2019-09-03,2019,9,3,1,9.872151910863926e-05,1.3816812503457558e-05
2019-09-07,2019,9,7,5,6.275625719661042e-05,1.2210470656626736e-05
2019-09-08,2019,9,8,6,6.01047753116038e-05,2.3421105338390183e-05
2019-09-09,2019,9,9,0,9.17180649934664e-05,2.5954034270824147e-05
2019-09-10,2019,9,10,1,0.0001133060228594,6.114600623339504e-05
2019-09-11,2019,9,11,2,0.0001545766398775,6.869873523153326e-05
2019-09-12,2019,9,12,3,0.0001300584635229,7.254173159436073e-06
2019-09-15,2019,9,15,6,3.7650332342194936e-05,1.6644207926289866e-05
2019-09-16,2019,9,16,0,7.178789908035859e-05,4.119101332670073e-05
2019-09-17,2019,9,17,1,0.0001038137336399,2.6254384666786728e-05
2019-09-18,2019,9,18,2,8.372435032806993e-05,8.035123415598616e-06
2019-09-20,2019,9,20,4,6.91100675812779e-05,1.272988250932795e-05
2019-09-23,2019,9,23,0,4.773559257219164e-05,3.305300661044961e-05
2019-09-27,2019,9,27,4,9.078472751492418e-05,1.7166272425372992e-05
2019-10-01,2019,10,1,1,6.960898589776267e-05,2.914497554465656e-05
2019-10-02,2019,10,2,2,8.27308574858999e-05,8.061536370628682e-05
2019-10-03,2019,10,3,3,0.0001560851492433,3.885730560362446e-05
2019-10-04,2019,10,4,4,9.07109623839031e-05,1.615579426778469e-05
2019-10-05,2019,10,5,5,4.765868358755418e-05,0.0
2019-10-06,2019,10,6,6,1.878007424238604e-05,1.6542729786889115e-05
2019-10-07,2019,10,7,0,6.0653741582553886e-05,1.5257323083619822e-06
2019-10-11,2019,10,11,4,8.758710944751885e-05,1.494567467780972e-05
2019-10-12,2019,10,12,5,6.229347848470041e-05,1.7200000222791998e-05
2019-10-13,2019,10,13,6,6.08470533680825e-05,3.3787110339843735e-05
2019-10-14,2019,10,14,0,7.237323150167993e-05,1.6203353251959714e-05
2019-10-15,2019,10,15,1,4.554148125951408e-05,8.38748762879624e-06
2019-10-16,2019,10,16,2,2.6668624004305163e-05,1.7688112881663033e-05
2019-10-17,2019,10,17,3,4.784981672079716e-05,2.5963952156136324e-05
2019-10-18,2019,10,18,4,6.514837836325865e-05,1.118983754666333e-05
2019-10-19,2019,10,19,5,1.8929831648457505e-05,5.327486544353131e-05
2019-10-22,2019,10,22,1,6.933130371776638e-05,1.8344237393030905e-05
2019-10-24,2019,10,24,3,6.4021529274537e-05,4.4967667029619823e-05
2019-10-25,2019,10,25,4,8.201484468157445e-05,2.917063065525008e-05
2019-10-26,2019,10,26,5,6.370788074253167e-05,8.522940764162778e-06
2019-10-27,2019,10,27,6,3.922711220864894e-05,1.3548176619965458e-05
2019-10-28,2019,10,28,0,5.6116696288963006e-05,3.182144877110774e-05
2019-10-29,2019,10,29,1,8.574568065631038e-05,2.79567733266325e-05
2019-10-30,2019,10,30,2,5.816362683690488e-05,3.078910930851097e-05
2019-10-31,2019,10,31,3,9.52745765627886e-05,1.1992850942621793e-05
2019-11-01,2019,11,1,4,3.337414617985072e-05,9.486502316443132e-06
2019-11-02,2019,11,2,5,3.6012429978364695e-05,1.8800193344744277e-05
2019-11-03,2019,11,3,6,4.8841049253545824e-05,5.07940010607461e-05
2019-11-04,2019,11,4,0,8.980302674543545e-05,3.386373699814726e-05
2019-11-05,2019,11,5,1,8.115555387357765e-05,2.3985238381683857e-05
2019-11-10,2019,11,10,6,8.185171596948369e-05,1.1126125287508376e-05
2019-11-16,2019,11,16,5,2.087616784738909e-05,1.931493726314716e-05
2019-11-21,2019,11,21,3,5.7070539006733744e-05,1.8304795361961025e-05
2019-11-22,2019,11,22,4,6.007633165139524e-05,8.761407553080256e-06
2019-11-23,2019,11,23,5,4.202925438643668e-05,1.9781032105571862e-05
