Fecha_datetime,Year,Month,Day,DOW,NO2_trop_mean,NO2_trop_std
2019-01-22,2019,1,22,1,2.234091516584158e-05,0.0
2019-01-25,2019,1,25,4,5.761911597801373e-05,0.0
2019-01-26,2019,1,26,5,3.9688257995222594e-05,1.1999673013367507e-05
2019-02-03,2019,2,3,6,3.746395304915495e-05,0.0
2019-02-12,2019,2,12,1,3.045948419227344e-05,4.912147796657903e-06
2019-02-13,2019,2,13,2,4.079829633514894e-05,1.117244646285132e-05
2019-02-15,2019,2,15,4,0.0001154734405989,3.5016527453643274e-05
2019-02-16,2019,2,16,5,8.654034052182907e-05,2.5110572661866768e-05
2019-02-17,2019,2,17,6,3.44029649568256e-05,0.0
2019-02-22,2019,2,22,4,7.574660851258699e-05,1.9876180689006628e-05
2019-03-25,2019,3,25,0,3.1129713290937233e-05,9.84259913739479e-07
2019-04-05,2019,4,5,4,2.5213061939828823e-05,1.1369959803005871e-05
2019-04-06,2019,4,6,5,3.346003973899199e-05,5.3860552300530924e-06
2019-04-09,2019,4,9,1,4.52239837613888e-05,0.0
2019-04-30,2019,4,30,1,3.966405161543722e-05,1.0669847611757928e-05
2019-05-01,2019,5,1,2,2.394038109137307e-05,3.059061456139057e-06
2019-05-07,2019,5,7,1,1.7325779302096136e-05,7.365784082971999e-06
2019-05-29,2019,5,29,2,3.733423145947586e-05,3.05491937150748e-07
2019-06-02,2019,6,2,6,8.824639735394157e-06,0.0
2019-06-05,2019,6,5,2,1.7246560673811473e-05,0.0
2019-06-17,2019,6,17,0,2.063839457722491e-05,1.9288614912916877e-06
2019-06-26,2019,6,26,2,1.824588003832189e-05,5.826081601421873e-06
2019-06-27,2019,6,27,3,5.43403990270462e-05,5.323442369628026e-06
2019-07-04,2019,7,4,3,7.584061650244715e-05,2.5351758743783177e-05
2019-07-06,2019,7,6,5,1.769889484607661e-05,5.663705484724519e-06
2019-07-10,2019,7,10,2,2.058738628910576e-05,8.073644260320344e-06
2019-07-14,2019,7,14,6,5.346659236238338e-06,0.0
2019-07-19,2019,7,19,4,1.4351964637171475e-05,0.0
2019-07-27,2019,7,27,5,7.269060802173044e-07,0.0
2019-07-31,2019,7,31,2,1.9846087525365878e-05,0.0
2019-08-05,2019,8,5,0,3.294283973385902e-05,3.906385792409671e-06
2019-08-08,2019,8,8,3,8.51577442517737e-06,0.0
2019-08-10,2019,8,10,5,2.3133081413106996e-05,0.0
2019-08-12,2019,8,12,0,1.4185154300210825e-05,7.218777846710943e-06
2019-08-21,2019,8,21,2,3.2355514720074896e-05,1.2344146904346766e-05
2019-08-22,2019,8,22,3,4.080609719066749e-05,1.6250285602620657e-05
2019-08-23,2019,8,23,4,3.4828339266823605e-05,0.0
2019-08-27,2019,8,27,1,2.7937980765934555e-05,3.713894939378103e-06
2019-08-30,2019,8,30,4,4.548761576859754e-05,6.033970102617893e-06
2019-09-05,2019,9,5,3,1.6353629689547233e-05,0.0
2019-09-06,2019,9,6,4,2.602889456492452e-05,5.176935630373031e-06
2019-09-07,2019,9,7,5,2.54267157686662e-05,8.295118168174804e-06
2019-09-12,2019,9,12,3,3.882156027117953e-05,1.4858904496657752e-05
2019-09-24,2019,9,24,1,6.424517050618306e-05,0.0
2019-10-28,2019,10,28,0,3.4762480936478823e-05,0.0
2019-10-29,2019,10,29,1,3.147507022770715e-05,7.681180489933595e-06
2019-11-04,2019,11,4,0,2.356349035044989e-05,1.1704697469309877e-05
2019-11-16,2019,11,16,5,2.6975318599908508e-05,1.1052977777115442e-05
2019-11-17,2019,11,17,6,2.164921534131281e-05,0.0
2019-11-20,2019,11,20,2,6.430941235869654e-05,8.570738334315395e-06
2019-11-25,2019,11,25,0,4.650875416700728e-05,9.42246545464508e-06
2019-12-01,2019,12,1,6,2.4922533316859312e-05,0.0
2019-12-07,2019,12,7,5,0.0001060104186763,1.5144230970960896e-05
2019-12-09,2019,12,9,0,4.553252111629495e-05,5.274224109707056e-06
2019-12-13,2019,12,13,4,2.223464879816734e-05,1.6554973765026984e-05
2019-12-17,2019,12,17,1,3.376924326931281e-05,1.1165659789455809e-06
2019-12-22,2019,12,22,6,5.607562710464707e-06,0.0
2019-12-29,2019,12,29,6,1.0396965080872178e-05,
2020-01-01,2020,1,1,2,1.1218161489523482e-05,0.0
2020-01-02,2020,1,2,3,4.902996003247936e-05,3.099304954939463e-05
2020-01-03,2020,1,3,4,7.465724610251227e-05,3.266263289059223e-05
2020-01-04,2020,1,4,5,0.0001179165688338,9.920824683378628e-05
2020-01-05,2020,1,5,6,1.5257037063902211e-05,5.619290274085322e-06
2020-01-06,2020,1,6,0,2.950873016092785e-05,1.2365672609300697e-05
2020-01-07,2020,1,7,1,0.000118124719542,3.7496632637643845e-05
2020-01-08,2020,1,8,2,0.000129741119324,7.817563742652243e-05
2020-01-09,2020,1,9,3,4.238154997684964e-05,1.0906508210552495e-05
2020-01-10,2020,1,10,4,3.832097158275855e-05,1.455677121759732e-05
2020-01-13,2020,1,13,0,3.6934521351493887e-05,1.279562090907199e-05
2020-01-23,2020,1,23,3,1.652642616460775e-05,4.424798064844624e-06
2020-01-28,2020,1,28,1,1.9934934992507425e-05,4.516507694332018e-07
2020-01-29,2020,1,29,2,2.354245017171065e-05,1.3627282767182645e-05
2020-01-30,2020,1,30,3,1.9677010245172035e-05,2.4996045336889e-06
2020-02-03,2020,2,3,0,3.954021110810984e-05,1.603770362721742e-05
2020-02-04,2020,2,4,1,0.0001943486073402,8.725775306478946e-05
2020-02-05,2020,2,5,2,0.0002232266393507,9.435379161452684e-05
2020-02-06,2020,2,6,3,4.326804218385517e-05,1.281067434117019e-05
2020-02-07,2020,2,7,4,8.695983504262735e-05,4.489312890996179e-05
2020-02-08,2020,2,8,5,1.3568136656915337e-05,5.7330221049944376e-06
2020-02-09,2020,2,9,6,5.156389455669158e-05,3.280877715227913e-05
2020-02-10,2020,2,10,0,6.009076080958759e-05,1.8318659739748072e-05
2020-02-11,2020,2,11,1,4.8235382239085566e-05,1.4744566616525815e-05
2020-02-12,2020,2,12,2,3.65150635973691e-05,9.884988008056916e-06
2020-02-13,2020,2,13,3,6.91131065228591e-05,1.4963131694102393e-05
2020-02-14,2020,2,14,4,5.659308044414502e-06,0.0
2020-02-15,2020,2,15,5,3.299761346356651e-05,1.130556820635626e-05
2020-02-18,2020,2,18,1,2.805108306168541e-05,7.249117763275503e-08
2020-02-25,2020,2,25,1,3.3866796002257615e-05,0.0
2020-02-29,2020,2,29,5,2.2866076698421524e-05,8.6331760806697e-06
2020-03-01,2020,3,1,6,1.5511080072328502e-05,2.254248834779968e-06
2020-03-04,2020,3,4,2,6.369195517914339e-05,1.2452334292273252e-05
2020-03-05,2020,3,5,3,6.842471442009666e-05,2.0584560399249112e-05
2020-03-06,2020,3,6,4,9.849430026284036e-05,4.99890189289572e-05
2020-03-11,2020,3,11,2,3.3659191589108243e-05,1.146221438794377e-05
2020-03-17,2020,3,17,1,2.786535990568421e-05,2.52115303230306e-05
2020-03-22,2020,3,22,6,1.0124770800236262e-05,7.2368267364874305e-06
2020-03-27,2020,3,27,4,2.5510685871814114e-05,4.881699764095823e-06
2020-03-28,2020,3,28,5,2.9519454162946413e-05,2.9257193031769867e-06
2020-03-29,2020,3,29,6,1.0769049367809204e-05,6.242150213729883e-06
2020-04-13,2020,4,13,0,1.7464794205911564e-05,0.0
2020-04-14,2020,4,14,1,7.896595914973458e-06,7.132539075130743e-06
2020-04-24,2020,4,24,4,4.405362847351778e-05,0.0
2020-04-25,2020,4,25,5,3.25961337491661e-05,8.507543922801099e-13
2020-05-02,2020,5,2,5,2.108891214138763e-05,0.0
2020-05-16,2020,5,16,5,4.874302685814483e-07,4.642620945648263e-06
2020-05-26,2020,5,26,1,2.318727541875763e-05,1.2126596023639042e-12
2020-05-30,2020,5,30,5,6.288022278706836e-05,4.478042355161333e-13
2020-06-04,2020,6,4,3,1.7559230320613014e-05,8.245215317607055e-06
2020-06-09,2020,6,9,1,2.1803225745105363e-05,4.255285731962732e-06
2020-06-10,2020,6,10,2,2.605374070778165e-05,3.7129965718473893e-13
2020-06-15,2020,6,15,0,1.756647720746479e-05,8.03887338846093e-14
2020-06-16,2020,6,16,1,4.042793061952411e-06,4.050292722820691e-06
2020-06-19,2020,6,19,4,1.2413257374244822e-05,6.844851288974974e-06
2020-06-21,2020,6,21,6,2.08901606354638e-05,9.983347596374865e-06
2020-06-30,2020,6,30,1,4.755282307140148e-05,4.645279827448114e-13
2020-07-08,2020,7,8,2,1.756911293576708e-05,2.1050711888450486e-13
2020-07-16,2020,7,16,3,6.856724207051667e-06,4.506559028658914e-06
2020-07-17,2020,7,17,4,2.1338388182969795e-05,2.182862306889858e-06
2020-07-28,2020,7,28,1,1.992478505184661e-05,3.602085582411965e-06
2020-07-31,2020,7,31,4,1.604502326093533e-05,1.353391158374356e-08
2020-08-01,2020,8,1,5,1.5033934960773683e-05,4.299694138927967e-06
2020-08-02,2020,8,2,6,1.5388717326184718e-05,3.894722285553415e-06
2020-08-04,2020,8,4,1,2.7971403701588963e-05,6.17879978096205e-13
2020-08-08,2020,8,8,5,2.5985100230779483e-05,1.8564982859236946e-13
2020-08-22,2020,8,22,5,1.2181787709101616e-05,7.0178147064426354e-06
2020-08-24,2020,8,24,0,4.166894772279928e-05,2.7115893044535547e-12
2020-08-25,2020,8,25,1,0.0001045719618246,1.0627028189390293e-06
2020-08-28,2020,8,28,4,1.1598781503240442e-05,1.1683059122877965e-05
2020-08-29,2020,8,29,5,3.315532491108153e-05,8.71845812746081e-06
2020-09-01,2020,9,1,1,4.145539952711733e-05,3.556081847214008e-06
2020-09-03,2020,9,3,3,3.892067236097764e-05,6.780124031656891e-06
2020-09-04,2020,9,4,4,3.023858292410706e-05,7.425993143694779e-13
2020-09-05,2020,9,5,5,3.055397974054746e-05,3.747410146501984e-06
2020-09-08,2020,9,8,1,3.712547506654498e-05,1.607774677692186e-13
2020-09-10,2020,9,10,3,1.0644936429144122e-05,8.621000845888864e-07
2020-09-13,2020,9,13,6,1.2232428439604357e-05,1.5369448650766784e-05
2020-10-01,2020,10,1,3,7.01411459258326e-06,5.823538029359403e-06
2020-10-06,2020,10,6,1,3.9318388626791886e-05,6.151754937003478e-06
2020-10-11,2020,10,11,6,2.452266373435146e-05,5.87189531918211e-06
2020-10-16,2020,10,16,4,1.4842251500180947e-05,9.229383217657742e-06
2020-11-02,2020,11,2,0,1.2729082293325388e-05,1.0910334390378845e-05
2020-11-06,2020,11,6,4,2.87568981327038e-05,9.722907340344114e-13
2020-11-21,2020,11,21,5,5.703460311169415e-05,1.0935848053517916e-05
2020-11-22,2020,11,22,6,4.575632185982596e-05,
