country_region_code,country_region,region,date,tipo,value
MX,Mexico,Mexico City,2020-08-19,retail_and_recreation,-40
MX,Mexico,Mexico City,2020-08-20,retail_and_recreation,-41
MX,Mexico,Mexico City,2020-08-21,retail_and_recreation,-44
MX,Mexico,Mexico City,2020-08-22,retail_and_recreation,-41
MX,Mexico,Mexico City,2020-08-23,retail_and_recreation,-41
MX,Mexico,Mexico City,2020-08-24,retail_and_recreation,-44
MX,Mexico,Mexico City,2020-08-25,retail_and_recreation,-41
MX,Mexico,Mexico City,2020-08-26,retail_and_recreation,-42
MX,Mexico,Mexico City,2020-08-27,retail_and_recreation,-43
MX,Mexico,Mexico City,2020-08-28,retail_and_recreation,-42
MX,Mexico,Mexico City,2020-08-29,retail_and_recreation,-38
MX,Mexico,Mexico City,2020-08-30,retail_and_recreation,-37
MX,Mexico,Mexico City,2020-08-31,retail_and_recreation,-38
MX,Mexico,Mexico City,2020-09-01,retail_and_recreation,-36
MX,Mexico,Mexico City,2020-09-02,retail_and_recreation,-37
MX,Mexico,Mexico City,2020-09-03,retail_and_recreation,-38
MX,Mexico,Mexico City,2020-09-04,retail_and_recreation,-42
MX,Mexico,Mexico City,2020-09-05,retail_and_recreation,-40
MX,Mexico,Mexico City,2020-09-06,retail_and_recreation,-38
MX,Mexico,Mexico City,2020-09-07,retail_and_recreation,-40
MX,Mexico,Mexico City,2020-09-08,retail_and_recreation,-39
MX,Mexico,Mexico City,2020-09-09,retail_and_recreation,-39
MX,Mexico,Mexico City,2020-09-10,retail_and_recreation,-40
MX,Mexico,Mexico City,2020-09-11,retail_and_recreation,-41
MX,Mexico,Mexico City,2020-09-12,retail_and_recreation,-39
MX,Mexico,Mexico City,2020-09-13,retail_and_recreation,-37
MX,Mexico,Mexico City,2020-09-14,retail_and_recreation,-34
MX,Mexico,Mexico City,2020-09-15,retail_and_recreation,-37
MX,Mexico,Mexico City,2020-09-16,retail_and_recreation,-60
MX,Mexico,Mexico City,2020-09-17,retail_and_recreation,-41
MX,Mexico,Mexico City,2020-09-18,retail_and_recreation,-45
MX,Mexico,Mexico City,2020-09-19,retail_and_recreation,-39
MX,Mexico,Mexico City,2020-09-20,retail_and_recreation,-39
MX,Mexico,Mexico City,2020-09-21,retail_and_recreation,-40
MX,Mexico,Mexico City,2020-09-22,retail_and_recreation,-38
MX,Mexico,Mexico City,2020-09-23,retail_and_recreation,-41
MX,Mexico,Mexico City,2020-09-24,retail_and_recreation,-42
MX,Mexico,Mexico City,2020-09-25,retail_and_recreation,-43
MX,Mexico,Mexico City,2020-09-26,retail_and_recreation,-39
MX,Mexico,Mexico City,2020-09-27,retail_and_recreation,-39
MX,Mexico,Mexico City,2020-09-28,retail_and_recreation,-41
MX,Mexico,Mexico City,2020-09-29,retail_and_recreation,-40
MX,Mexico,Mexico City,2020-09-30,retail_and_recreation,-36
MX,Mexico,Mexico City,2020-10-01,retail_and_recreation,-37
MX,Mexico,Mexico City,2020-10-02,retail_and_recreation,-40
MX,Mexico,Mexico City,2020-10-03,retail_and_recreation,-36
MX,Mexico,Mexico City,2020-10-04,retail_and_recreation,-36
MX,Mexico,Mexico City,2020-10-05,retail_and_recreation,-39
MX,Mexico,Mexico City,2020-10-06,retail_and_recreation,-39
MX,Mexico,Mexico City,2020-10-07,retail_and_recreation,-41
MX,Mexico,Mexico City,2020-10-08,retail_and_recreation,-41
MX,Mexico,Mexico City,2020-10-09,retail_and_recreation,-43
MX,Mexico,Mexico City,2020-10-10,retail_and_recreation,-38
MX,Mexico,Mexico City,2020-10-11,retail_and_recreation,-39
MX,Mexico,Mexico City,2020-10-12,retail_and_recreation,-42
MX,Mexico,Mexico City,2020-10-13,retail_and_recreation,-40
MX,Mexico,Mexico City,2020-10-14,retail_and_recreation,-38
MX,Mexico,Mexico City,2020-10-15,retail_and_recreation,-36
MX,Mexico,Mexico City,2020-10-16,retail_and_recreation,-39
MX,Mexico,Mexico City,2020-10-17,retail_and_recreation,-34
MX,Mexico,Mexico City,2020-10-18,retail_and_recreation,-36
MX,Mexico,Mexico City,2020-10-19,retail_and_recreation,-39
MX,Mexico,Mexico City,2020-10-20,retail_and_recreation,-38
MX,Mexico,Mexico City,2020-10-21,retail_and_recreation,-38
MX,Mexico,Mexico City,2020-10-22,retail_and_recreation,-39
MX,Mexico,Mexico City,2020-10-23,retail_and_recreation,-40
MX,Mexico,Mexico City,2020-10-24,retail_and_recreation,-37
MX,Mexico,Mexico City,2020-10-25,retail_and_recreation,-35
MX,Mexico,Mexico City,2020-10-26,retail_and_recreation,-40
MX,Mexico,Mexico City,2020-10-27,retail_and_recreation,-39
MX,Mexico,Mexico City,2020-10-28,retail_and_recreation,-39
MX,Mexico,Mexico City,2020-10-29,retail_and_recreation,-38
MX,Mexico,Mexico City,2020-10-30,retail_and_recreation,-37
MX,Mexico,Mexico City,2020-10-31,retail_and_recreation,-35
MX,Mexico,Mexico City,2020-11-01,retail_and_recreation,-36
MX,Mexico,Mexico City,2020-11-02,retail_and_recreation,-43
MX,Mexico,Mexico City,2020-11-03,retail_and_recreation,-38
MX,Mexico,Mexico City,2020-11-04,retail_and_recreation,-37
MX,Mexico,Mexico City,2020-11-05,retail_and_recreation,-38
MX,Mexico,Mexico City,2020-11-06,retail_and_recreation,-40
MX,Mexico,Mexico City,2020-11-07,retail_and_recreation,-35
MX,Mexico,Mexico City,2020-11-08,retail_and_recreation,-34
MX,Mexico,Mexico City,2020-11-09,retail_and_recreation,-35
MX,Mexico,Mexico City,2020-11-10,retail_and_recreation,-33
MX,Mexico,Mexico City,2020-11-11,retail_and_recreation,-34
MX,Mexico,Mexico City,2020-11-12,retail_and_recreation,-35
MX,Mexico,Mexico City,2020-11-13,retail_and_recreation,-33
MX,Mexico,Mexico City,2020-11-14,retail_and_recreation,-30
MX,Mexico,Mexico City,2020-11-15,retail_and_recreation,-27
MX,Mexico,Mexico City,2020-11-16,retail_and_recreation,-34
MX,Mexico,Mexico City,2020-11-17,retail_and_recreation,-34
MX,Mexico,Mexico City,2020-11-18,retail_and_recreation,-34
MX,Mexico,Mexico City,2020-11-19,retail_and_recreation,-33
MX,Mexico,Mexico City,2020-11-20,retail_and_recreation,-37
MX,Mexico,Mexico City,2020-11-21,retail_and_recreation,-35
MX,Mexico,Mexico City,2020-11-22,retail_and_recreation,-32
MX,Mexico,Mexico City,2020-11-23,retail_and_recreation,-37
MX,Mexico,Mexico City,2020-11-24,retail_and_recreation,-36
MX,Mexico,Mexico City,2020-11-25,retail_and_recreation,-36
MX,Mexico,Mexico City,2020-11-26,retail_and_recreation,-37
MX,Mexico,Mexico City,2020-11-27,retail_and_recreation,-38
MX,Mexico,Mexico City,2020-11-28,retail_and_recreation,-33
MX,Mexico,Mexico City,2020-11-29,retail_and_recreation,-31
MX,Mexico,Mexico City,2020-11-30,retail_and_recreation,-33
MX,Mexico,Mexico City,2020-12-01,retail_and_recreation,-31
MX,Mexico,Mexico City,2020-12-02,retail_and_recreation,-33
MX,Mexico,Mexico City,2020-12-03,retail_and_recreation,-33
MX,Mexico,Mexico City,2020-12-04,retail_and_recreation,-37
MX,Mexico,Mexico City,2020-12-05,retail_and_recreation,-32
MX,Mexico,Mexico City,2020-12-06,retail_and_recreation,-30
MX,Mexico,Mexico City,2020-12-07,retail_and_recreation,-35
MX,Mexico,Mexico City,2020-12-08,retail_and_recreation,-34
MX,Mexico,Mexico City,2020-12-09,retail_and_recreation,-34
MX,Mexico,Mexico City,2020-12-10,retail_and_recreation,-34
MX,Mexico,Mexico City,2020-12-11,retail_and_recreation,-38
MX,Mexico,Mexico City,2020-12-12,retail_and_recreation,-34
MX,Mexico,Mexico City,2020-12-13,retail_and_recreation,-30
MX,Mexico,Mexico City,2020-12-14,retail_and_recreation,-33
MX,Mexico,Mexico City,2020-12-15,retail_and_recreation,-29
MX,Mexico,Mexico City,2020-12-16,retail_and_recreation,-29
MX,Mexico,Mexico City,2020-12-17,retail_and_recreation,-31
MX,Mexico,Mexico City,2020-12-18,retail_and_recreation,-34
MX,Mexico,Mexico City,2020-12-19,retail_and_recreation,-45
MX,Mexico,Mexico City,2020-12-20,retail_and_recreation,-44
MX,Mexico,Mexico City,2020-12-21,retail_and_recreation,-41
MX,Mexico,Mexico City,2020-12-22,retail_and_recreation,-39
MX,Mexico,Mexico City,2020-12-23,retail_and_recreation,-37
MX,Mexico,Mexico City,2020-12-24,retail_and_recreation,-49
MX,Mexico,Mexico City,2020-12-25,retail_and_recreation,-82
MX,Mexico,Mexico City,2020-12-26,retail_and_recreation,-59
MX,Mexico,Mexico City,2020-12-27,retail_and_recreation,-53
MX,Mexico,Mexico City,2020-12-28,retail_and_recreation,-47
MX,Mexico,Mexico City,2020-12-29,retail_and_recreation,-45
MX,Mexico,Mexico City,2020-12-30,retail_and_recreation,-42
MX,Mexico,Mexico City,2020-12-31,retail_and_recreation,-51
CO,Colombia,Bogota,2020-02-15,retail_and_recreation,9
CO,Colombia,Bogota,2020-02-16,retail_and_recreation,3
CO,Colombia,Bogota,2020-02-17,retail_and_recreation,1
CO,Colombia,Bogota,2020-02-18,retail_and_recreation,0
CO,Colombia,Bogota,2020-02-19,retail_and_recreation,-5
CO,Colombia,Bogota,2020-02-20,retail_and_recreation,-4
CO,Colombia,Bogota,2020-02-21,retail_and_recreation,-2
CO,Colombia,Bogota,2020-02-22,retail_and_recreation,-1
CO,Colombia,Bogota,2020-02-23,retail_and_recreation,-12
CO,Colombia,Bogota,2020-02-24,retail_and_recreation,-4
CO,Colombia,Bogota,2020-02-25,retail_and_recreation,-4
CO,Colombia,Bogota,2020-02-26,retail_and_recreation,-4
CO,Colombia,Bogota,2020-02-27,retail_and_recreation,-2
CO,Colombia,Bogota,2020-02-28,retail_and_recreation,7
CO,Colombia,Bogota,2020-02-29,retail_and_recreation,12
CO,Colombia,Bogota,2020-03-01,retail_and_recreation,11
CO,Colombia,Bogota,2020-03-02,retail_and_recreation,5
CO,Colombia,Bogota,2020-03-03,retail_and_recreation,6
CO,Colombia,Bogota,2020-03-04,retail_and_recreation,2
CO,Colombia,Bogota,2020-03-05,retail_and_recreation,5
CO,Colombia,Bogota,2020-03-06,retail_and_recreation,4
CO,Colombia,Bogota,2020-03-07,retail_and_recreation,4
CO,Colombia,Bogota,2020-03-08,retail_and_recreation,4
CO,Colombia,Bogota,2020-03-09,retail_and_recreation,-1
CO,Colombia,Bogota,2020-03-10,retail_and_recreation,-4
CO,Colombia,Bogota,2020-03-11,retail_and_recreation,-5
CO,Colombia,Bogota,2020-03-12,retail_and_recreation,-6
CO,Colombia,Bogota,2020-03-13,retail_and_recreation,-6
CO,Colombia,Bogota,2020-03-14,retail_and_recreation,-6
CO,Colombia,Bogota,2020-03-15,retail_and_recreation,-16
CO,Colombia,Bogota,2020-03-16,retail_and_recreation,-15
CO,Colombia,Bogota,2020-03-17,retail_and_recreation,-19
CO,Colombia,Bogota,2020-03-18,retail_and_recreation,-24
CO,Colombia,Bogota,2020-03-19,retail_and_recreation,-22
CO,Colombia,Bogota,2020-03-20,retail_and_recreation,-90
CO,Colombia,Bogota,2020-03-21,retail_and_recreation,-87
CO,Colombia,Bogota,2020-03-22,retail_and_recreation,-88
CO,Colombia,Bogota,2020-03-23,retail_and_recreation,-89
CO,Colombia,Bogota,2020-03-24,retail_and_recreation,-75
CO,Colombia,Bogota,2020-03-25,retail_and_recreation,-84
CO,Colombia,Bogota,2020-03-26,retail_and_recreation,-83
CO,Colombia,Bogota,2020-03-27,retail_and_recreation,-84
CO,Colombia,Bogota,2020-03-28,retail_and_recreation,-85
CO,Colombia,Bogota,2020-03-29,retail_and_recreation,-87
CO,Colombia,Bogota,2020-03-30,retail_and_recreation,-81
CO,Colombia,Bogota,2020-03-31,retail_and_recreation,-79
CO,Colombia,Bogota,2020-04-01,retail_and_recreation,-79
CO,Colombia,Bogota,2020-04-02,retail_and_recreation,-78
CO,Colombia,Bogota,2020-04-03,retail_and_recreation,-80
CO,Colombia,Bogota,2020-04-04,retail_and_recreation,-83
CO,Colombia,Bogota,2020-04-05,retail_and_recreation,-85
CO,Colombia,Bogota,2020-04-06,retail_and_recreation,-78
CO,Colombia,Bogota,2020-04-07,retail_and_recreation,-77
CO,Colombia,Bogota,2020-04-08,retail_and_recreation,-77
CO,Colombia,Bogota,2020-04-09,retail_and_recreation,-87
CO,Colombia,Bogota,2020-04-10,retail_and_recreation,-92
CO,Colombia,Bogota,2020-04-11,retail_and_recreation,-85
CO,Colombia,Bogota,2020-04-12,retail_and_recreation,-86
CO,Colombia,Bogota,2020-04-13,retail_and_recreation,-78
CO,Colombia,Bogota,2020-04-14,retail_and_recreation,-79
CO,Colombia,Bogota,2020-04-15,retail_and_recreation,-77
CO,Colombia,Bogota,2020-04-16,retail_and_recreation,-79
CO,Colombia,Bogota,2020-04-17,retail_and_recreation,-77
CO,Colombia,Bogota,2020-04-18,retail_and_recreation,-83
CO,Colombia,Bogota,2020-04-19,retail_and_recreation,-83
CO,Colombia,Bogota,2020-04-20,retail_and_recreation,-79
CO,Colombia,Bogota,2020-04-21,retail_and_recreation,-76
CO,Colombia,Bogota,2020-04-22,retail_and_recreation,-79
CO,Colombia,Bogota,2020-04-23,retail_and_recreation,-76
CO,Colombia,Bogota,2020-04-24,retail_and_recreation,-79
CO,Colombia,Bogota,2020-04-25,retail_and_recreation,-78
CO,Colombia,Bogota,2020-04-26,retail_and_recreation,-82
CO,Colombia,Bogota,2020-04-27,retail_and_recreation,-72
CO,Colombia,Bogota,2020-04-28,retail_and_recreation,-74
CO,Colombia,Bogota,2020-04-29,retail_and_recreation,-72
CO,Colombia,Bogota,2020-04-30,retail_and_recreation,-72
CO,Colombia,Bogota,2020-05-01,retail_and_recreation,-80
CO,Colombia,Bogota,2020-05-02,retail_and_recreation,-76
CO,Colombia,Bogota,2020-05-03,retail_and_recreation,-78
CO,Colombia,Bogota,2020-05-04,retail_and_recreation,-70
CO,Colombia,Bogota,2020-05-05,retail_and_recreation,-65
CO,Colombia,Bogota,2020-05-06,retail_and_recreation,-70
CO,Colombia,Bogota,2020-05-07,retail_and_recreation,-66
CO,Colombia,Bogota,2020-05-08,retail_and_recreation,-70
CO,Colombia,Bogota,2020-05-09,retail_and_recreation,-68
CO,Colombia,Bogota,2020-05-10,retail_and_recreation,-72
CO,Colombia,Bogota,2020-05-11,retail_and_recreation,-63
CO,Colombia,Bogota,2020-05-12,retail_and_recreation,-64
CO,Colombia,Bogota,2020-05-13,retail_and_recreation,-64
CO,Colombia,Bogota,2020-05-14,retail_and_recreation,-65
CO,Colombia,Bogota,2020-05-15,retail_and_recreation,-65
CO,Colombia,Bogota,2020-05-16,retail_and_recreation,-65
CO,Colombia,Bogota,2020-05-17,retail_and_recreation,-73
CO,Colombia,Bogota,2020-05-18,retail_and_recreation,-60
CO,Colombia,Bogota,2020-05-19,retail_and_recreation,-63
CO,Colombia,Bogota,2020-05-20,retail_and_recreation,-61
CO,Colombia,Bogota,2020-05-21,retail_and_recreation,-61
CO,Colombia,Bogota,2020-05-22,retail_and_recreation,-63
CO,Colombia,Bogota,2020-05-23,retail_and_recreation,-63
CO,Colombia,Bogota,2020-05-24,retail_and_recreation,-71
CO,Colombia,Bogota,2020-05-25,retail_and_recreation,-73
CO,Colombia,Bogota,2020-05-26,retail_and_recreation,-59
CO,Colombia,Bogota,2020-05-27,retail_and_recreation,-59
CO,Colombia,Bogota,2020-05-28,retail_and_recreation,-60
CO,Colombia,Bogota,2020-05-29,retail_and_recreation,-60
CO,Colombia,Bogota,2020-05-30,retail_and_recreation,-62
CO,Colombia,Bogota,2020-05-31,retail_and_recreation,-65
CO,Colombia,Bogota,2020-06-01,retail_and_recreation,-56
CO,Colombia,Bogota,2020-06-02,retail_and_recreation,-56
CO,Colombia,Bogota,2020-06-03,retail_and_recreation,-59
CO,Colombia,Bogota,2020-06-04,retail_and_recreation,-56
CO,Colombia,Bogota,2020-06-05,retail_and_recreation,-58
CO,Colombia,Bogota,2020-06-06,retail_and_recreation,-59
CO,Colombia,Bogota,2020-06-07,retail_and_recreation,-64
CO,Colombia,Bogota,2020-06-08,retail_and_recreation,-54
CO,Colombia,Bogota,2020-06-09,retail_and_recreation,-54
CO,Colombia,Bogota,2020-06-10,retail_and_recreation,-57
CO,Colombia,Bogota,2020-06-11,retail_and_recreation,-56
CO,Colombia,Bogota,2020-06-12,retail_and_recreation,-58
CO,Colombia,Bogota,2020-06-13,retail_and_recreation,-53
CO,Colombia,Bogota,2020-06-14,retail_and_recreation,-62
CO,Colombia,Bogota,2020-06-15,retail_and_recreation,-63
CO,Colombia,Bogota,2020-06-16,retail_and_recreation,-54
CO,Colombia,Bogota,2020-06-17,retail_and_recreation,-54
CO,Colombia,Bogota,2020-06-18,retail_and_recreation,-53
CO,Colombia,Bogota,2020-06-19,retail_and_recreation,-50
CO,Colombia,Bogota,2020-06-20,retail_and_recreation,-52
CO,Colombia,Bogota,2020-06-21,retail_and_recreation,-56
CO,Colombia,Bogota,2020-06-22,retail_and_recreation,-67
CO,Colombia,Bogota,2020-06-23,retail_and_recreation,-50
CO,Colombia,Bogota,2020-06-24,retail_and_recreation,-51
CO,Colombia,Bogota,2020-06-25,retail_and_recreation,-50
CO,Colombia,Bogota,2020-06-26,retail_and_recreation,-51
CO,Colombia,Bogota,2020-06-27,retail_and_recreation,-49
CO,Colombia,Bogota,2020-06-28,retail_and_recreation,-59
CO,Colombia,Bogota,2020-06-29,retail_and_recreation,-62
CO,Colombia,Bogota,2020-06-30,retail_and_recreation,-45
CO,Colombia,Bogota,2020-07-01,retail_and_recreation,-47
CO,Colombia,Bogota,2020-07-02,retail_and_recreation,-45
CO,Colombia,Bogota,2020-07-03,retail_and_recreation,-47
CO,Colombia,Bogota,2020-07-04,retail_and_recreation,-49
CO,Colombia,Bogota,2020-07-05,retail_and_recreation,-53
CO,Colombia,Bogota,2020-07-06,retail_and_recreation,-48
CO,Colombia,Bogota,2020-07-07,retail_and_recreation,-44
CO,Colombia,Bogota,2020-07-08,retail_and_recreation,-49
CO,Colombia,Bogota,2020-07-09,retail_and_recreation,-48
CO,Colombia,Bogota,2020-07-10,retail_and_recreation,-50
CO,Colombia,Bogota,2020-07-11,retail_and_recreation,-50
CO,Colombia,Bogota,2020-07-12,retail_and_recreation,-54
CO,Colombia,Bogota,2020-07-13,retail_and_recreation,-57
CO,Colombia,Bogota,2020-07-14,retail_and_recreation,-54
CO,Colombia,Bogota,2020-07-15,retail_and_recreation,-57
CO,Colombia,Bogota,2020-07-16,retail_and_recreation,-53
CO,Colombia,Bogota,2020-07-17,retail_and_recreation,-56
CO,Colombia,Bogota,2020-07-18,retail_and_recreation,-55
CO,Colombia,Bogota,2020-07-19,retail_and_recreation,-61
CO,Colombia,Bogota,2020-07-20,retail_and_recreation,-67
CO,Colombia,Bogota,2020-07-21,retail_and_recreation,-56
CO,Colombia,Bogota,2020-07-22,retail_and_recreation,-53
CO,Colombia,Bogota,2020-07-23,retail_and_recreation,-61
CO,Colombia,Bogota,2020-07-24,retail_and_recreation,-62
CO,Colombia,Bogota,2020-07-25,retail_and_recreation,-65
CO,Colombia,Bogota,2020-07-26,retail_and_recreation,-65
CO,Colombia,Bogota,2020-07-27,retail_and_recreation,-53
CO,Colombia,Bogota,2020-07-28,retail_and_recreation,-52
CO,Colombia,Bogota,2020-07-29,retail_and_recreation,-54
CO,Colombia,Bogota,2020-07-30,retail_and_recreation,-50
CO,Colombia,Bogota,2020-07-31,retail_and_recreation,-59
CO,Colombia,Bogota,2020-08-01,retail_and_recreation,-60
CO,Colombia,Bogota,2020-08-02,retail_and_recreation,-62
CO,Colombia,Bogota,2020-08-03,retail_and_recreation,-55
CO,Colombia,Bogota,2020-08-04,retail_and_recreation,-53
CO,Colombia,Bogota,2020-08-05,retail_and_recreation,-56
CO,Colombia,Bogota,2020-08-06,retail_and_recreation,-53
CO,Colombia,Bogota,2020-08-07,retail_and_recreation,-67
CO,Colombia,Bogota,2020-08-08,retail_and_recreation,-55
CO,Colombia,Bogota,2020-08-09,retail_and_recreation,-62
CO,Colombia,Bogota,2020-08-10,retail_and_recreation,-52
CO,Colombia,Bogota,2020-08-11,retail_and_recreation,-50
CO,Colombia,Bogota,2020-08-12,retail_and_recreation,-54
CO,Colombia,Bogota,2020-08-13,retail_and_recreation,-52
CO,Colombia,Bogota,2020-08-14,retail_and_recreation,-54
CO,Colombia,Bogota,2020-08-15,retail_and_recreation,-46
CO,Colombia,Bogota,2020-08-16,retail_and_recreation,-57
CO,Colombia,Bogota,2020-08-17,retail_and_recreation,-68
CO,Colombia,Bogota,2020-08-18,retail_and_recreation,-53
CO,Colombia,Bogota,2020-08-19,retail_and_recreation,-54
CO,Colombia,Bogota,2020-08-20,retail_and_recreation,-53
CO,Colombia,Bogota,2020-08-21,retail_and_recreation,-55
CO,Colombia,Bogota,2020-08-22,retail_and_recreation,-54
CO,Colombia,Bogota,2020-08-23,retail_and_recreation,-62
CO,Colombia,Bogota,2020-08-24,retail_and_recreation,-53
CO,Colombia,Bogota,2020-08-25,retail_and_recreation,-50
CO,Colombia,Bogota,2020-08-26,retail_and_recreation,-53
CO,Colombia,Bogota,2020-08-27,retail_and_recreation,-48
CO,Colombia,Bogota,2020-08-28,retail_and_recreation,-49
CO,Colombia,Bogota,2020-08-29,retail_and_recreation,-47
CO,Colombia,Bogota,2020-08-30,retail_and_recreation,-49
CO,Colombia,Bogota,2020-08-31,retail_and_recreation,-49
CO,Colombia,Bogota,2020-09-01,retail_and_recreation,-48
CO,Colombia,Bogota,2020-09-02,retail_and_recreation,-48
CO,Colombia,Bogota,2020-09-03,retail_and_recreation,-41
CO,Colombia,Bogota,2020-09-04,retail_and_recreation,-44
CO,Colombia,Bogota,2020-09-05,retail_and_recreation,-40
CO,Colombia,Bogota,2020-09-06,retail_and_recreation,-46
CO,Colombia,Bogota,2020-09-07,retail_and_recreation,-48
CO,Colombia,Bogota,2020-09-08,retail_and_recreation,-46
CO,Colombia,Bogota,2020-09-09,retail_and_recreation,-45
CO,Colombia,Bogota,2020-09-10,retail_and_recreation,-44
CO,Colombia,Bogota,2020-09-11,retail_and_recreation,-48
CO,Colombia,Bogota,2020-09-12,retail_and_recreation,-42
CO,Colombia,Bogota,2020-09-13,retail_and_recreation,-46
CO,Colombia,Bogota,2020-09-14,retail_and_recreation,-48
CO,Colombia,Bogota,2020-09-15,retail_and_recreation,-44
CO,Colombia,Bogota,2020-09-16,retail_and_recreation,-45
CO,Colombia,Bogota,2020-09-17,retail_and_recreation,-41
CO,Colombia,Bogota,2020-09-18,retail_and_recreation,-42
CO,Colombia,Bogota,2020-09-19,retail_and_recreation,-40
CO,Colombia,Bogota,2020-09-20,retail_and_recreation,-41
CO,Colombia,Bogota,2020-09-21,retail_and_recreation,-50
CO,Colombia,Bogota,2020-09-22,retail_and_recreation,-43
CO,Colombia,Bogota,2020-09-23,retail_and_recreation,-48
CO,Colombia,Bogota,2020-09-24,retail_and_recreation,-44
CO,Colombia,Bogota,2020-09-25,retail_and_recreation,-44
CO,Colombia,Bogota,2020-09-26,retail_and_recreation,-40
CO,Colombia,Bogota,2020-09-27,retail_and_recreation,-47
CO,Colombia,Bogota,2020-09-28,retail_and_recreation,-45
CO,Colombia,Bogota,2020-09-29,retail_and_recreation,-43
CO,Colombia,Bogota,2020-09-30,retail_and_recreation,-43
CO,Colombia,Bogota,2020-10-01,retail_and_recreation,-39
CO,Colombia,Bogota,2020-10-02,retail_and_recreation,-40
CO,Colombia,Bogota,2020-10-03,retail_and_recreation,-35
CO,Colombia,Bogota,2020-10-04,retail_and_recreation,-41
CO,Colombia,Bogota,2020-10-05,retail_and_recreation,-40
CO,Colombia,Bogota,2020-10-06,retail_and_recreation,-40
CO,Colombia,Bogota,2020-10-07,retail_and_recreation,-43
CO,Colombia,Bogota,2020-10-08,retail_and_recreation,-41
CO,Colombia,Bogota,2020-10-09,retail_and_recreation,-44
CO,Colombia,Bogota,2020-10-10,retail_and_recreation,-42
CO,Colombia,Bogota,2020-10-11,retail_and_recreation,-47
CO,Colombia,Bogota,2020-10-12,retail_and_recreation,-56
CO,Colombia,Bogota,2020-10-13,retail_and_recreation,-44
CO,Colombia,Bogota,2020-10-14,retail_and_recreation,-45
CO,Colombia,Bogota,2020-10-15,retail_and_recreation,-40
CO,Colombia,Bogota,2020-10-16,retail_and_recreation,-40
CO,Colombia,Bogota,2020-10-17,retail_and_recreation,-35
CO,Colombia,Bogota,2020-10-18,retail_and_recreation,-39
CO,Colombia,Bogota,2020-10-19,retail_and_recreation,-43
CO,Colombia,Bogota,2020-10-20,retail_and_recreation,-42
CO,Colombia,Bogota,2020-10-21,retail_and_recreation,-45
CO,Colombia,Bogota,2020-10-22,retail_and_recreation,-41
CO,Colombia,Bogota,2020-10-23,retail_and_recreation,-40
CO,Colombia,Bogota,2020-10-24,retail_and_recreation,-35
CO,Colombia,Bogota,2020-10-25,retail_and_recreation,-40
CO,Colombia,Bogota,2020-10-26,retail_and_recreation,-42
CO,Colombia,Bogota,2020-10-27,retail_and_recreation,-42
CO,Colombia,Bogota,2020-10-28,retail_and_recreation,-43
CO,Colombia,Bogota,2020-10-29,retail_and_recreation,-37
CO,Colombia,Bogota,2020-10-30,retail_and_recreation,-37
CO,Colombia,Bogota,2020-10-31,retail_and_recreation,-33
CO,Colombia,Bogota,2020-11-01,retail_and_recreation,-42
CO,Colombia,Bogota,2020-11-02,retail_and_recreation,-46
CO,Colombia,Bogota,2020-11-03,retail_and_recreation,-38
CO,Colombia,Bogota,2020-11-04,retail_and_recreation,-41
CO,Colombia,Bogota,2020-11-05,retail_and_recreation,-37
CO,Colombia,Bogota,2020-11-06,retail_and_recreation,-38
CO,Colombia,Bogota,2020-11-07,retail_and_recreation,-31
CO,Colombia,Bogota,2020-11-08,retail_and_recreation,-37
CO,Colombia,Bogota,2020-11-09,retail_and_recreation,-39
CO,Colombia,Bogota,2020-11-10,retail_and_recreation,-42
CO,Colombia,Bogota,2020-11-11,retail_and_recreation,-42
CO,Colombia,Bogota,2020-11-12,retail_and_recreation,-39
CO,Colombia,Bogota,2020-11-13,retail_and_recreation,-40
CO,Colombia,Bogota,2020-11-14,retail_and_recreation,-33
CO,Colombia,Bogota,2020-11-15,retail_and_recreation,-41
CO,Colombia,Bogota,2020-11-16,retail_and_recreation,-47
CO,Colombia,Bogota,2020-11-17,retail_and_recreation,-38
CO,Colombia,Bogota,2020-11-18,retail_and_recreation,-40
CO,Colombia,Bogota,2020-11-19,retail_and_recreation,-38
CO,Colombia,Bogota,2020-11-20,retail_and_recreation,-33
CO,Colombia,Bogota,2020-11-21,retail_and_recreation,-24
CO,Colombia,Bogota,2020-11-22,retail_and_recreation,-30
CO,Colombia,Bogota,2020-11-23,retail_and_recreation,-36
CO,Colombia,Bogota,2020-11-24,retail_and_recreation,-37
CO,Colombia,Bogota,2020-11-25,retail_and_recreation,-36
CO,Colombia,Bogota,2020-11-26,retail_and_recreation,-31
CO,Colombia,Bogota,2020-11-27,retail_and_recreation,-33
CO,Colombia,Bogota,2020-11-28,retail_and_recreation,-26
CO,Colombia,Bogota,2020-11-29,retail_and_recreation,-21
CO,Colombia,Bogota,2020-11-30,retail_and_recreation,-28
CO,Colombia,Bogota,2020-12-01,retail_and_recreation,-26
CO,Colombia,Bogota,2020-12-02,retail_and_recreation,-27
CO,Colombia,Bogota,2020-12-03,retail_and_recreation,-26
CO,Colombia,Bogota,2020-12-04,retail_and_recreation,-26
CO,Colombia,Bogota,2020-12-05,retail_and_recreation,-21
CO,Colombia,Bogota,2020-12-06,retail_and_recreation,-23
CO,Colombia,Bogota,2020-12-07,retail_and_recreation,-23
CO,Colombia,Bogota,2020-12-08,retail_and_recreation,-41
