country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-04-03,-86,-57,-84,-85,-81,45
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-04-04,-88,-65,-86,-86,-76,38
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-04-05,-97,-96,-94,-93,-82,33
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-04-06,-84,-53,-80,-83,-81,42
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-04-07,-86,-61,-83,-86,-81,43
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-04-08,-80,-40,-78,-82,-80,41
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-04-09,-98,-96,-94,-95,-94,52
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-04-10,-98,-97,-95,-96,-94,54
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-04-11,-84,-51,-80,-81,-74,37
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-04-12,-97,-96,-94,-93,-82,34
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-04-13,-82,-51,-77,-80,-78,41
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-04-14,-84,-57,-81,-83,-80,42
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-04-15,-84,-59,-81,-83,-80,43
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-04-16,-85,-60,-81,-83,-80,44
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-04-17,-85,-59,-81,-83,-79,45
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-04-18,-85,-58,-79,-79,-73,36
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-04-19,-97,-97,-94,-94,-82,34
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-04-20,-82,-56,-77,-79,-78,41
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-04-21,-86,-67,-82,-84,-81,43
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-04-22,-84,-60,-80,-82,-79,43
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-04-23,-85,-62,-80,-82,-80,43
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-04-24,-84,-60,-80,-81,-78,44
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-04-25,-83,-56,-78,-78,-72,36
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-04-26,-97,-97,-94,-94,-82,33
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-04-27,-81,-56,-76,-78,-76,41
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-04-28,-82,-58,-78,-80,-78,37
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-04-29,-82,-57,-77,-79,-77,41
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-04-30,-82,-55,-76,-78,-77,41
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-05-01,-87,-64,-83,-85,-84,47
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-05-02,-83,-57,-77,-77,-70,35
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-05-03,-97,-97,-94,-94,-82,34
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-05-04,-79,-54,-73,-75,-75,39
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-05-05,-80,-55,-75,-77,-76,40
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-05-06,-82,-57,-75,-77,-75,41
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-05-07,-85,-56,-74,-75,-76,41
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-05-08,-84,-54,-74,-75,-74,42
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-05-09,-81,-42,-68,-67,-64,32
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-05-10,-98,-96,-93,-93,-80,33
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-05-11,-82,-54,-71,-72,-73,38
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-05-12,-83,-53,-72,-73,-73,38
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-05-13,-83,-54,-71,-73,-73,39
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-05-14,-84,-54,-70,-73,-73,38
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-05-15,-83,-53,-71,-72,-72,41
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-05-16,-82,-47,-68,-67,-63,32
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-05-17,-98,-96,-93,-93,-80,33
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-05-18,-80,-47,-65,-67,-70,37
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-05-19,-81,-50,-68,-70,-71,38
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-05-20,-81,-50,-68,-70,-71,39
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-05-21,-82,-51,-68,-70,-71,40
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-05-22,-82,-50,-69,-69,-69,40
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-05-23,-80,-43,-64,-62,-58,31
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-05-24,-98,-96,-93,-93,-79,33
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-05-25,-75,-41,-58,-60,-66,35
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-05-26,-77,-45,-63,-65,-66,35
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-05-27,-77,-45,-62,-64,-66,36
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-05-28,-78,-46,-63,-65,-66,37
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-05-29,-78,-43,-63,-64,-65,37
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-05-30,-76,-36,-59,-56,-51,28
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-05-31,-98,-96,-93,-93,-78,33
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-06-01,-73,-37,-56,-58,-61,33
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-06-02,-75,-40,-59,-61,-63,34
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-06-03,-75,-41,-59,-61,-63,35
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-06-04,-76,-41,-59,-61,-63,35
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-06-05,-75,-39,-60,-61,-62,36
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-06-06,-73,-33,-56,-53,-49,28
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-06-07,-98,-96,-92,-92,-77,33
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-06-08,-71,-35,-53,-56,-59,31
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-06-09,-73,-39,-58,-60,-61,33
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-06-10,-72,-39,-57,-60,-61,33
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-06-11,-73,-39,-57,-60,-61,34
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-06-12,-72,-38,-58,-59,-60,34
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-06-13,-70,-29,-52,-50,-45,26
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-06-14,-98,-95,-92,-92,-76,33
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-06-15,-67,-30,-49,-53,-57,29
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-06-16,-69,-33,-51,-56,-58,31
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-06-17,-69,-34,-53,-56,-59,32
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-06-18,-70,-34,-53,-56,-59,32
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-06-19,-69,-30,-53,-54,-57,30
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-06-20,-66,-18,-45,-43,-39,22
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-06-21,-97,-95,-91,-92,-74,32
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-06-22,-65,-34,-49,-53,-58,29
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-06-23,-66,-34,-50,-54,-59,31
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-06-24,-65,-35,-51,-55,-57,31
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-06-25,-65,-34,-51,-55,-57,31
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-06-26,-65,-33,-51,-54,-55,31
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-06-27,-61,-22,-44,-43,-40,22
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-06-28,-97,-95,-91,-92,-75,33
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-06-29,-64,-31,-51,-61,-69,34
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-06-30,-59,-29,-45,-51,-53,27
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-07-01,-58,-28,-45,-52,-54,28
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-07-02,-59,-29,-46,-53,-54,28
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-07-03,-59,-28,-46,-52,-53,29
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-07-04,-55,-22,-41,-42,-37,21
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-07-05,-70,-43,-57,-61,-38,22
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-07-06,-54,-27,-40,-48,-53,26
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-07-07,-56,-28,-43,-52,-54,27
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-07-08,-56,-30,-45,-52,-53,27
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-07-09,-57,-30,-45,-51,-53,28
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-07-10,-57,-29,-45,-51,-51,28
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-07-11,-54,-22,-38,-40,-34,20
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-07-12,-65,-37,-50,-55,-32,20
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-07-13,-54,-29,-40,-50,-51,26
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-07-14,-53,-28,-42,-52,-52,26
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-07-15,-50,-27,-44,-52,-51,26
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-07-16,-52,-27,-44,-51,-51,27
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-07-17,-52,-26,-43,-50,-50,27
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-07-18,-47,-21,-37,-38,-33,19
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-07-19,-57,-32,-48,-51,-30,19
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-07-20,-48,-27,-39,-49,-50,25
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-07-21,-50,-27,-42,-51,-51,25
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-07-22,-50,-28,-42,-52,-49,26
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-07-23,-52,-28,-43,-51,-50,26
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-07-24,-52,-28,-42,-51,-48,27
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-07-25,-46,-21,-37,-38,-32,19
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-07-26,-57,-32,-50,-52,-29,19
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-07-27,-44,-21,-31,-44,-49,23
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-07-28,-62,-36,-52,-67,-71,33
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-07-29,-51,-30,-45,-54,-52,26
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-07-30,-49,-26,-39,-49,-50,25
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-07-31,-49,-25,-41,-48,-48,25
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-08-01,-45,-20,-37,-38,-32,19
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-08-02,-54,-29,-47,-50,-29,18
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-08-03,-47,-26,-39,-48,-49,24
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-08-04,-48,-26,-41,-50,-50,25
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-08-05,-47,-26,-40,-50,-49,25
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-08-06,-50,-28,-42,-50,-50,26
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-08-07,-50,-29,-43,-50,-48,26
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-08-08,-45,-23,-37,-39,-31,19
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-08-09,-54,-30,-45,-50,-28,18
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-08-10,-47,-28,-39,-49,-48,24
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-08-11,-48,-28,-40,-51,-50,25
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-08-12,-47,-28,-41,-51,-49,25
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-08-13,-49,-28,-41,-50,-49,25
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-08-14,-49,-25,-42,-49,-47,26
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-08-15,-40,-9,-33,-36,-29,17
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-08-16,-94,-94,-90,-90,-74,31
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-08-17,-44,-20,-37,-46,-46,22
PE,Peru,Lima Province,"",,PE-LMA,,ChIJSRRF8k7BBZERGaqtInjbr-s,2020-08-18,-47,-25,-42,-50,-46,24
