country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-08-16,-57,-29,-43,-50,-14,16
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-08-17,-68,-42,-57,-73,-75,35
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-08-18,-53,-25,-43,-52,-46,26
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-08-19,-54,-26,-42,-56,-50,26
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-08-20,-53,-25,-40,-57,-50,26
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-08-21,-55,-25,-39,-54,-46,28
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-08-22,-54,-23,-37,-48,-21,19
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-08-23,-62,-36,-50,-54,-15,17
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-08-24,-53,-28,-40,-55,-47,26
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-08-25,-50,-22,-37,-53,-45,26
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-08-26,-53,-25,-39,-56,-47,25
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-08-27,-48,-22,-34,-54,-46,24
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-08-28,-49,-18,-30,-50,-41,25
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-08-29,-47,-17,-28,-43,-15,16
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-08-30,-49,-22,-32,-43,-5,13
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-08-31,-49,-22,-36,-53,-45,23
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-09-01,-48,-16,-32,-47,-44,23
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-09-02,-48,-21,-39,-50,-46,23
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-09-03,-41,-15,-27,-50,-45,21
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-09-04,-44,-15,-27,-43,-41,22
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-09-05,-40,-13,-18,-36,-15,12
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-09-06,-46,-23,-29,-37,-6,10
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-09-07,-48,-22,-35,-50,-46,22
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-09-08,-46,-17,-32,-45,-44,22
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-09-09,-45,-21,-30,-46,-44,21
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-09-10,-44,-21,-28,-48,-45,22
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-09-11,-48,-21,-33,-47,-41,24
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-09-12,-42,-16,-24,-39,-14,13
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-09-13,-46,-24,-27,-37,-5,10
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-09-14,-48,-24,-35,-50,-42,22
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-09-15,-44,-14,-31,-45,-39,22
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-09-16,-45,-22,-35,-45,-42,21
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-09-17,-41,-17,-31,-45,-42,20
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-09-18,-42,-14,-29,-40,-37,21
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-09-19,-40,-16,-29,-31,-14,12
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-09-20,-41,-17,-24,-29,-1,7
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-09-21,-50,-22,-35,-48,-44,23
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-09-22,-43,-10,-32,-39,-38,21
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-09-23,-48,-17,-38,-40,-41,21
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-09-24,-44,-13,-33,-43,-41,21
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-09-25,-44,-9,-30,-35,-36,21
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-09-26,-40,-7,-25,-25,-10,11
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-09-27,-47,-18,-34,-24,-4,8
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-09-28,-45,-12,-35,-40,-38,20
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-09-29,-43,-6,-34,-37,-36,20
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-09-30,-43,-5,-33,-40,-39,19
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-10-01,-39,-1,-28,-40,-38,18
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-10-02,-40,-2,-26,-27,-33,19
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-10-03,-35,0,-19,-15,-8,8
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-10-04,-41,-12,-26,-13,-2,6
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-10-05,-40,-9,-32,-32,-37,17
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-10-06,-40,-6,-31,-27,-35,18
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-10-07,-43,-11,-32,-31,-38,17
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-10-08,-41,-9,-32,-32,-39,17
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-10-09,-44,-9,-33,-26,-35,17
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-10-10,-42,-12,-30,-19,-10,8
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-10-11,-47,-25,-30,-17,-3,6
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-10-12,-56,-27,-35,-53,-71,21
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-10-13,-44,-12,-38,-25,-34,18
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-10-14,-45,-13,-35,-29,-37,19
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-10-15,-40,-7,-31,-30,-37,19
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-10-16,-40,-5,-30,-23,-33,19
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-10-17,-35,-2,-23,-10,-6,10
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-10-18,-39,-12,-24,-5,1,7
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-10-19,-43,-12,-35,-29,-36,19
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-10-20,-42,-10,-35,-25,-33,20
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-10-21,-45,-12,-32,-34,-38,21
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-10-22,-41,-9,-29,-31,-37,19
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-10-23,-40,-5,-24,-24,-31,19
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-10-24,-35,-3,-20,-11,-5,10
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-10-25,-40,-14,-25,-6,1,7
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-10-26,-42,-10,-32,-28,-34,18
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-10-27,-42,-9,-36,-25,-32,19
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-10-28,-43,-10,-36,-28,-35,19
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-10-29,-37,-3,-30,-29,-35,17
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-10-30,-37,2,-29,-21,-30,17
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-10-31,-33,7,-22,-9,-3,7
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-11-01,-42,-16,-37,-12,-1,6
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-11-02,-46,-12,-26,-47,-69,22
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-11-03,-38,-2,-34,-21,-31,17
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-11-04,-41,-10,-36,-26,-34,18
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-11-05,-37,-7,-33,-27,-35,18
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-11-06,-38,-5,-28,-22,-30,18
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-11-07,-31,-4,-22,-6,-3,9
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-11-08,-37,-15,-31,-6,2,8
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-11-09,-39,-11,-36,-25,-33,18
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-11-10,-42,-18,-44,-24,-31,19
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-11-11,-42,-14,-40,-25,-34,18
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-11-12,-39,-11,-37,-28,-35,18
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-11-13,-40,-8,-36,-21,-30,18
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-11-14,-33,-5,-30,-6,-5,7
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-11-15,-41,-23,-43,-8,0,7
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-11-16,-47,-20,-44,-49,-69,22
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-11-17,-38,-7,-38,-19,-29,17
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-11-18,-40,-8,-34,-23,-33,17
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-11-19,-38,-9,-35,-26,-34,17
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-11-20,-33,1,-25,-16,-27,16
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-11-21,-24,4,-17,-1,1,7
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-11-22,-30,-8,-22,3,8,6
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-11-23,-36,-8,-34,-22,-31,16
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-11-24,-37,-8,-35,-17,-28,17
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-11-25,-36,-4,-31,-20,-31,17
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-11-26,-31,0,-26,-21,-32,15
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-11-27,-33,-2,-34,-14,-27,15
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-11-28,-26,2,-24,3,0,7
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-11-29,-21,6,-14,14,13,4
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-11-30,-28,4,-27,-16,-29,14
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-12-01,-26,9,-27,-11,-26,15
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-12-02,-27,8,-22,-14,-29,14
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-12-03,-26,7,-22,-18,-30,13
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-12-04,-26,9,-17,-8,-24,13
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-12-05,-21,10,-13,7,4,4
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-12-06,-23,2,-18,12,17,3
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-12-07,-23,13,-9,-10,-28,10
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-12-08,-41,-12,-31,-43,-64,22
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-12-09,-33,-1,-27,-18,-28,13
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-12-10,-29,2,-24,-20,-30,13
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-12-11,-31,3,-23,-14,-24,14
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-12-12,-24,5,-14,-1,5,5
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-12-13,-23,1,-13,12,18,4
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-12-14,-29,0,-26,-17,-27,13
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-12-15,-25,9,-25,-11,-25,13
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-12-16,-27,8,-21,-13,-27,12
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-12-17,-22,12,-17,-17,-28,11
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-12-18,-24,14,-17,-9,-23,12
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-12-19,-20,13,-14,9,7,3
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-12-20,-12,18,-6,31,25,1
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-12-21,-26,7,-18,-11,-27,11
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-12-22,-20,22,-16,-4,-25,11
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-12-23,-20,25,-13,-5,-28,8
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-12-24,-23,33,-8,-14,-40,9
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-12-25,-73,-53,-55,-63,-78,26
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-12-26,-44,-16,-33,-27,-19,11
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-12-27,-43,-19,-32,-10,11,6
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-12-28,-33,-3,-27,-23,-34,14
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-12-29,-30,6,-27,-19,-33,13
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-12-30,-33,8,-27,-21,-37,11
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-12-31,-43,6,-31,-34,-53,12
