country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-05-08,-70,-40,-56,-67,-61,37
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-05-09,-68,-35,-51,-61,-47,27
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-05-10,-72,-47,-61,-62,-38,21
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-05-11,-63,-34,-49,-64,-59,32
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-05-12,-64,-35,-52,-62,-57,33
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-05-13,-64,-34,-50,-64,-59,33
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-05-14,-65,-36,-50,-65,-60,30
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-05-15,-65,-32,-49,-62,-57,35
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-05-16,-65,-32,-48,-58,-42,26
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-05-17,-73,-45,-63,-63,-38,22
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-05-18,-60,-30,-46,-61,-55,31
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-05-19,-63,-34,-52,-61,-55,33
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-05-20,-61,-30,-46,-60,-57,31
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-05-21,-61,-31,-45,-61,-57,32
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-05-22,-63,-30,-46,-59,-52,33
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-05-23,-63,-30,-45,-55,-35,24
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-05-24,-71,-43,-59,-60,-33,21
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-05-25,-73,-44,-55,-73,-78,39
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-05-26,-59,-30,-46,-55,-50,29
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-05-27,-59,-29,-44,-58,-53,30
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-05-28,-60,-31,-46,-59,-54,30
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-05-29,-60,-26,-44,-56,-50,32
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-05-30,-62,-29,-47,-52,-29,23
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-05-31,-65,-32,-54,-54,-22,19
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-06-01,-56,-26,-44,-57,-51,29
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-06-02,-56,-23,-42,-54,-49,30
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-06-03,-59,-29,-46,-57,-52,30
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-06-04,-56,-25,-40,-56,-52,29
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-06-05,-58,-24,-42,-55,-48,31
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-06-06,-59,-26,-43,-50,-28,23
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-06-07,-64,-33,-49,-54,-22,19
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-06-08,-54,-26,-40,-56,-48,28
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-06-09,-54,-24,-39,-53,-46,29
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-06-10,-57,-30,-44,-58,-50,29
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-06-11,-56,-29,-44,-59,-50,28
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-06-12,-58,-27,-45,-55,-46,30
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-06-13,-53,-18,-36,-47,-21,21
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-06-14,-62,-33,-51,-53,-15,18
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-06-15,-63,-31,-43,-69,-72,35
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-06-16,-54,-29,-39,-52,-44,27
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-06-17,-54,-29,-42,-54,-48,27
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-06-18,-53,-29,-42,-56,-49,27
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-06-19,-50,-20,-33,-50,-43,26
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-06-20,-52,-22,-36,-45,-18,19
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-06-21,-56,-28,-38,-45,-3,15
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-06-22,-67,-43,-52,-70,-74,35
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-06-23,-50,-24,-36,-50,-44,26
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-06-24,-51,-25,-35,-52,-46,26
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-06-25,-50,-25,-35,-53,-47,26
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-06-26,-51,-21,-32,-49,-43,27
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-06-27,-49,-19,-29,-42,-18,18
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-06-28,-59,-34,-49,-49,-9,17
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-06-29,-62,-33,-41,-67,-71,34
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-06-30,-45,-17,-31,-48,-41,24
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-07-01,-47,-20,-34,-50,-46,24
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-07-02,-45,-16,-31,-50,-46,24
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-07-03,-47,-17,-29,-47,-42,26
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-07-04,-49,-20,-35,-42,-18,18
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-07-05,-53,-24,-37,-45,-8,16
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-07-06,-48,-26,-38,-52,-46,25
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-07-07,-44,-16,-29,-46,-44,25
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-07-08,-49,-23,-33,-52,-46,25
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-07-09,-48,-23,-34,-53,-47,25
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-07-10,-50,-22,-32,-49,-43,27
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-07-11,-50,-23,-34,-43,-17,18
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-07-12,-54,-28,-40,-44,-4,15
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-07-13,-57,-33,-47,-61,-52,29
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-07-14,-54,-27,-44,-58,-50,29
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-07-15,-57,-30,-48,-61,-52,29
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-07-16,-53,-24,-41,-60,-52,28
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-07-17,-56,-23,-42,-57,-49,30
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-07-18,-55,-24,-40,-53,-25,22
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-07-19,-61,-35,-51,-57,-17,19
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-07-20,-67,-42,-53,-74,-75,37
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-07-21,-56,-30,-48,-58,-49,28
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-07-22,-53,-23,-41,-56,-51,27
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-07-23,-61,-34,-52,-66,-56,30
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-07-24,-62,-32,-50,-62,-52,33
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-07-25,-65,-37,-55,-60,-33,25
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-07-26,-65,-38,-53,-60,-21,20
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-07-27,-53,-29,-42,-59,-51,28
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-07-28,-52,-25,-41,-56,-49,29
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-07-29,-54,-27,-42,-59,-52,28
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-07-30,-50,-21,-39,-57,-52,27
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-07-31,-59,-28,-44,-60,-52,32
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-08-01,-60,-30,-43,-56,-31,23
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-08-02,-62,-33,-49,-57,-22,19
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-08-03,-55,-30,-43,-61,-53,29
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-08-04,-53,-25,-42,-58,-52,30
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-08-05,-56,-29,-44,-61,-54,29
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-08-06,-53,-25,-39,-59,-54,27
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-08-07,-67,-37,-49,-68,-70,39
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-08-08,-55,-28,-39,-53,-30,22
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-08-09,-62,-38,-47,-56,-19,18
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-08-10,-52,-30,-40,-58,-50,27
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-08-11,-50,-24,-38,-55,-49,27
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-08-12,-54,-30,-42,-58,-51,27
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-08-13,-52,-27,-39,-58,-51,27
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-08-14,-54,-25,-39,-54,-47,29
CO,Colombia,Bogota,"",,CO-DC,,ChIJZ0-SYJsAP44RBHEcWTjKX1U,2020-08-15,-46,-16,-28,-44,-18,17
