country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
MX,Mexico,Mexico City,,,MX-CMX,,ChIJJyk1sTYAzoURW4rR6E6e_d4,2020-02-15,6,4,5,4,3,-1
MX,Mexico,Mexico City,,,MX-CMX,,ChIJJyk1sTYAzoURW4rR6E6e_d4,2020-02-16,9,6,7,7,2,-1
MX,Mexico,Mexico City,,,MX-CMX,,ChIJJyk1sTYAzoURW4rR6E6e_d4,2020-02-17,2,2,2,4,9,-2
MX,Mexico,Mexico City,,,MX-CMX,,ChIJJyk1sTYAzoURW4rR6E6e_d4,2020-02-18,1,0,2,2,7,-1
MX,Mexico,Mexico City,,,MX-CMX,,ChIJJyk1sTYAzoURW4rR6E6e_d4,2020-02-19,0,0,4,2,5,-1
MX,Mexico,Mexico City,,,MX-CMX,,ChIJJyk1sTYAzoURW4rR6E6e_d4,2020-02-20,0,-1,2,3,6,-1
MX,Mexico,Mexico City,,,MX-CMX,,ChIJJyk1sTYAzoURW4rR6E6e_d4,2020-02-21,0,0,3,4,10,-1
MX,Mexico,Mexico City,,,MX-CMX,,ChIJJyk1sTYAzoURW4rR6E6e_d4,2020-02-22,3,1,15,6,3,0
MX,Mexico,Mexico City,,,MX-CMX,,ChIJJyk1sTYAzoURW4rR6E6e_d4,2020-02-23,6,3,12,12,1,-1
MX,Mexico,Mexico City,,,MX-CMX,,ChIJJyk1sTYAzoURW4rR6E6e_d4,2020-02-24,-1,-2,2,2,9,-2
MX,Mexico,Mexico City,,,MX-CMX,,ChIJJyk1sTYAzoURW4rR6E6e_d4,2020-02-25,0,-1,4,0,5,-1
MX,Mexico,Mexico City,,,MX-CMX,,ChIJJyk1sTYAzoURW4rR6E6e_d4,2020-02-26,-1,0,7,1,6,-1
MX,Mexico,Mexico City,,,MX-CMX,,ChIJJyk1sTYAzoURW4rR6E6e_d4,2020-02-27,1,1,3,2,6,-1
MX,Mexico,Mexico City,,,MX-CMX,,ChIJJyk1sTYAzoURW4rR6E6e_d4,2020-02-28,3,8,6,6,10,-2
MX,Mexico,Mexico City,,,MX-CMX,,ChIJJyk1sTYAzoURW4rR6E6e_d4,2020-02-29,5,9,11,6,5,-1
MX,Mexico,Mexico City,,,MX-CMX,,ChIJJyk1sTYAzoURW4rR6E6e_d4,2020-03-01,6,10,10,11,2,-1
MX,Mexico,Mexico City,,,MX-CMX,,ChIJJyk1sTYAzoURW4rR6E6e_d4,2020-03-02,2,7,1,5,9,-2
MX,Mexico,Mexico City,,,MX-CMX,,ChIJJyk1sTYAzoURW4rR6E6e_d4,2020-03-03,3,5,3,2,7,-1
MX,Mexico,Mexico City,,,MX-CMX,,ChIJJyk1sTYAzoURW4rR6E6e_d4,2020-03-04,0,5,3,3,6,-1
