country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
BR,Brazil,State of São Paulo,São Paulo,,"",,ChIJ9cXwmIFEzpQR7-ebZCySXMo,2020-05-28,-61,-7,-46,-54,-45,22
BR,Brazil,State of São Paulo,São Paulo,,"",,ChIJ9cXwmIFEzpQR7-ebZCySXMo,2020-05-29,-60,-3,-39,-51,-41,21
BR,Brazil,State of São Paulo,São Paulo,,"",,ChIJ9cXwmIFEzpQR7-ebZCySXMo,2020-05-30,-59,2,-48,-44,-21,14
BR,Brazil,State of São Paulo,São Paulo,,"",,ChIJ9cXwmIFEzpQR7-ebZCySXMo,2020-05-31,-65,-10,-45,-49,-12,12
BR,Brazil,State of São Paulo,São Paulo,,"",,ChIJ9cXwmIFEzpQR7-ebZCySXMo,2020-06-01,-60,-10,-48,-52,-42,19
BR,Brazil,State of São Paulo,São Paulo,,"",,ChIJ9cXwmIFEzpQR7-ebZCySXMo,2020-06-02,-63,-15,-59,-55,-44,22
BR,Brazil,State of São Paulo,São Paulo,,"",,ChIJ9cXwmIFEzpQR7-ebZCySXMo,2020-06-03,-61,-8,-49,-52,-43,22
BR,Brazil,State of São Paulo,São Paulo,,"",,ChIJ9cXwmIFEzpQR7-ebZCySXMo,2020-06-04,-60,-5,-46,-52,-43,22
BR,Brazil,State of São Paulo,São Paulo,,"",,ChIJ9cXwmIFEzpQR7-ebZCySXMo,2020-06-05,-57,3,-40,-47,-39,21
BR,Brazil,State of São Paulo,São Paulo,,"",,ChIJ9cXwmIFEzpQR7-ebZCySXMo,2020-06-06,-56,8,-50,-40,-19,14
BR,Brazil,State of São Paulo,São Paulo,,"",,ChIJ9cXwmIFEzpQR7-ebZCySXMo,2020-06-07,-63,-5,-45,-46,-11,13
BR,Brazil,State of São Paulo,São Paulo,,"",,ChIJ9cXwmIFEzpQR7-ebZCySXMo,2020-06-08,-57,-6,-46,-49,-40,20
BR,Brazil,State of São Paulo,São Paulo,,"",,ChIJ9cXwmIFEzpQR7-ebZCySXMo,2020-06-09,-58,-8,-50,-51,-41,21
BR,Brazil,State of São Paulo,São Paulo,,"",,ChIJ9cXwmIFEzpQR7-ebZCySXMo,2020-06-10,-55,-4,-40,-48,-40,20
BR,Brazil,State of São Paulo,São Paulo,,"",,ChIJ9cXwmIFEzpQR7-ebZCySXMo,2020-06-11,-50,1,-37,-50,-45,21
BR,Brazil,State of São Paulo,São Paulo,,"",,ChIJ9cXwmIFEzpQR7-ebZCySXMo,2020-06-12,-49,7,-30,-45,-38,20
BR,Brazil,State of São Paulo,São Paulo,,"",,ChIJ9cXwmIFEzpQR7-ebZCySXMo,2020-06-13,-52,-1,-40,-39,-15,13
BR,Brazil,State of São Paulo,São Paulo,,"",,ChIJ9cXwmIFEzpQR7-ebZCySXMo,2020-06-14,-64,-17,-62,-51,-13,14
BR,Brazil,State of São Paulo,São Paulo,,"",,ChIJ9cXwmIFEzpQR7-ebZCySXMo,2020-06-15,-53,-11,-47,-48,-38,19
BR,Brazil,State of São Paulo,São Paulo,,"",,ChIJ9cXwmIFEzpQR7-ebZCySXMo,2020-06-16,-53,-10,-45,-49,-39,20
BR,Brazil,State of São Paulo,São Paulo,,"",,ChIJ9cXwmIFEzpQR7-ebZCySXMo,2020-06-17,-53,-8,-39,-47,-39,20
BR,Brazil,State of São Paulo,São Paulo,,"",,ChIJ9cXwmIFEzpQR7-ebZCySXMo,2020-06-18,-52,-4,-36,-47,-39,20
BR,Brazil,State of São Paulo,São Paulo,,"",,ChIJ9cXwmIFEzpQR7-ebZCySXMo,2020-06-19,-52,-2,-30,-44,-35,19
BR,Brazil,State of São Paulo,São Paulo,,"",,ChIJ9cXwmIFEzpQR7-ebZCySXMo,2020-06-20,-49,4,-37,-36,-12,12
BR,Brazil,State of São Paulo,São Paulo,,"",,ChIJ9cXwmIFEzpQR7-ebZCySXMo,2020-06-21,-58,-8,-37,-44,-4,12
BR,Brazil,State of São Paulo,São Paulo,,"",,ChIJ9cXwmIFEzpQR7-ebZCySXMo,2020-06-22,-52,-11,-42,-47,-38,19
BR,Brazil,State of São Paulo,São Paulo,,"",,ChIJ9cXwmIFEzpQR7-ebZCySXMo,2020-06-23,-52,-9,-41,-47,-39,19
BR,Brazil,State of São Paulo,São Paulo,,"",,ChIJ9cXwmIFEzpQR7-ebZCySXMo,2020-06-24,-52,-8,-37,-46,-37,20
BR,Brazil,State of São Paulo,São Paulo,,"",,ChIJ9cXwmIFEzpQR7-ebZCySXMo,2020-06-25,-52,-2,-34,-45,-38,19
BR,Brazil,State of São Paulo,São Paulo,,"",,ChIJ9cXwmIFEzpQR7-ebZCySXMo,2020-06-26,-55,-4,-42,-46,-36,20
BR,Brazil,State of São Paulo,São Paulo,,"",,ChIJ9cXwmIFEzpQR7-ebZCySXMo,2020-06-27,-59,-9,-64,-49,-21,17
BR,Brazil,State of São Paulo,São Paulo,,"",,ChIJ9cXwmIFEzpQR7-ebZCySXMo,2020-06-28,-61,-10,-57,-49,-10,14
BR,Brazil,State of São Paulo,São Paulo,,"",,ChIJ9cXwmIFEzpQR7-ebZCySXMo,2020-06-29,-50,-7,-44,-46,-36,19
BR,Brazil,State of São Paulo,São Paulo,,"",,ChIJ9cXwmIFEzpQR7-ebZCySXMo,2020-06-30,-48,2,-42,-45,-36,18
BR,Brazil,State of São Paulo,São Paulo,,"",,ChIJ9cXwmIFEzpQR7-ebZCySXMo,2020-07-01,-49,2,-40,-45,-37,19
BR,Brazil,State of São Paulo,São Paulo,,"",,ChIJ9cXwmIFEzpQR7-ebZCySXMo,2020-07-02,-46,9,-36,-43,-36,18
BR,Brazil,State of São Paulo,São Paulo,,"",,ChIJ9cXwmIFEzpQR7-ebZCySXMo,2020-07-03,-47,8,-32,-41,-33,19
BR,Brazil,State of São Paulo,São Paulo,,"",,ChIJ9cXwmIFEzpQR7-ebZCySXMo,2020-07-04,-41,17,-36,-31,-10,11
BR,Brazil,State of São Paulo,São Paulo,,"",,ChIJ9cXwmIFEzpQR7-ebZCySXMo,2020-07-05,-53,2,-35,-41,-3,11
BR,Brazil,State of São Paulo,São Paulo,,"",,ChIJ9cXwmIFEzpQR7-ebZCySXMo,2020-07-06,-43,1,-40,-42,-35,17
BR,Brazil,State of São Paulo,São Paulo,,"",,ChIJ9cXwmIFEzpQR7-ebZCySXMo,2020-07-07,-41,7,-36,-41,-36,17
BR,Brazil,State of São Paulo,São Paulo,,"",,ChIJ9cXwmIFEzpQR7-ebZCySXMo,2020-07-08,-42,6,-30,-40,-34,16
BR,Brazil,State of São Paulo,São Paulo,,"",,ChIJ9cXwmIFEzpQR7-ebZCySXMo,2020-07-09,-41,8,-33,-41,-37,17
BR,Brazil,State of São Paulo,São Paulo,,"",,ChIJ9cXwmIFEzpQR7-ebZCySXMo,2020-07-10,-42,10,-24,-37,-32,16
BR,Brazil,State of São Paulo,São Paulo,,"",,ChIJ9cXwmIFEzpQR7-ebZCySXMo,2020-07-11,-38,12,-33,-28,-8,10
BR,Brazil,State of São Paulo,São Paulo,,"",,ChIJ9cXwmIFEzpQR7-ebZCySXMo,2020-07-12,-49,0,-27,-37,-2,9
BR,Brazil,State of São Paulo,São Paulo,,"",,ChIJ9cXwmIFEzpQR7-ebZCySXMo,2020-07-13,-43,-3,-29,-41,-34,16
BR,Brazil,State of São Paulo,São Paulo,,"",,ChIJ9cXwmIFEzpQR7-ebZCySXMo,2020-07-14,-45,-4,-42,-43,-36,18
BR,Brazil,State of São Paulo,São Paulo,,"",,ChIJ9cXwmIFEzpQR7-ebZCySXMo,2020-07-15,-44,-1,-41,-43,-34,18
BR,Brazil,State of São Paulo,São Paulo,,"",,ChIJ9cXwmIFEzpQR7-ebZCySXMo,2020-07-16,-41,6,-33,-41,-34,17
BR,Brazil,State of São Paulo,São Paulo,,"",,ChIJ9cXwmIFEzpQR7-ebZCySXMo,2020-07-17,-42,5,-23,-38,-31,17
BR,Brazil,State of São Paulo,São Paulo,,"",,ChIJ9cXwmIFEzpQR7-ebZCySXMo,2020-07-18,-37,10,-32,-29,-7,11
BR,Brazil,State of São Paulo,São Paulo,,"",,ChIJ9cXwmIFEzpQR7-ebZCySXMo,2020-07-19,-47,0,-24,-37,-2,10
BR,Brazil,State of São Paulo,São Paulo,,"",,ChIJ9cXwmIFEzpQR7-ebZCySXMo,2020-07-20,-41,2,-27,-40,-31,16
BR,Brazil,State of São Paulo,São Paulo,,"",,ChIJ9cXwmIFEzpQR7-ebZCySXMo,2020-07-21,-41,2,-27,-40,-32,17
BR,Brazil,State of São Paulo,São Paulo,,"",,ChIJ9cXwmIFEzpQR7-ebZCySXMo,2020-07-22,-42,2,-22,-39,-32,17
BR,Brazil,State of São Paulo,São Paulo,,"",,ChIJ9cXwmIFEzpQR7-ebZCySXMo,2020-07-23,-40,7,-19,-38,-32,17
BR,Brazil,State of São Paulo,São Paulo,,"",,ChIJ9cXwmIFEzpQR7-ebZCySXMo,2020-07-24,-41,7,-10,-35,-29,16
BR,Brazil,State of São Paulo,São Paulo,,"",,ChIJ9cXwmIFEzpQR7-ebZCySXMo,2020-07-25,-37,11,-23,-26,-7,10
BR,Brazil,State of São Paulo,São Paulo,,"",,ChIJ9cXwmIFEzpQR7-ebZCySXMo,2020-07-26,-49,-2,-35,-38,-4,10
BR,Brazil,State of São Paulo,São Paulo,,"",,ChIJ9cXwmIFEzpQR7-ebZCySXMo,2020-07-27,-41,0,-24,-39,-32,16
BR,Brazil,State of São Paulo,São Paulo,,"",,ChIJ9cXwmIFEzpQR7-ebZCySXMo,2020-07-28,-41,1,-24,-40,-33,16
BR,Brazil,State of São Paulo,São Paulo,,"",,ChIJ9cXwmIFEzpQR7-ebZCySXMo,2020-07-29,-44,-2,-39,-41,-33,18
BR,Brazil,State of São Paulo,São Paulo,,"",,ChIJ9cXwmIFEzpQR7-ebZCySXMo,2020-07-30,-42,5,-39,-41,-34,17
BR,Brazil,State of São Paulo,São Paulo,,"",,ChIJ9cXwmIFEzpQR7-ebZCySXMo,2020-07-31,-39,12,-20,-36,-29,16
BR,Brazil,State of São Paulo,São Paulo,,"",,ChIJ9cXwmIFEzpQR7-ebZCySXMo,2020-08-01,-32,19,-31,-26,-7,10
BR,Brazil,State of São Paulo,São Paulo,,"",,ChIJ9cXwmIFEzpQR7-ebZCySXMo,2020-08-02,-43,6,-23,-35,-2,9
BR,Brazil,State of São Paulo,São Paulo,,"",,ChIJ9cXwmIFEzpQR7-ebZCySXMo,2020-08-03,-38,4,-26,-38,-31,16
BR,Brazil,State of São Paulo,São Paulo,,"",,ChIJ9cXwmIFEzpQR7-ebZCySXMo,2020-08-04,-37,5,-26,-38,-32,16
BR,Brazil,State of São Paulo,São Paulo,,"",,ChIJ9cXwmIFEzpQR7-ebZCySXMo,2020-08-05,-37,9,-21,-37,-31,16
BR,Brazil,State of São Paulo,São Paulo,,"",,ChIJ9cXwmIFEzpQR7-ebZCySXMo,2020-08-06,-32,18,-14,-34,-31,15
BR,Brazil,State of São Paulo,São Paulo,,"",,ChIJ9cXwmIFEzpQR7-ebZCySXMo,2020-08-07,-31,20,-5,-30,-27,14
BR,Brazil,State of São Paulo,São Paulo,,"",,ChIJ9cXwmIFEzpQR7-ebZCySXMo,2020-08-08,-26,26,-22,-19,-4,8
BR,Brazil,State of São Paulo,São Paulo,,"",,ChIJ9cXwmIFEzpQR7-ebZCySXMo,2020-08-09,-42,13,-28,-30,7,6
