Y,M,D,pp24,V_mag_vectorial,T,V_mag,Td
2018,02,19,22.5,1.520114877831789,26.283333333333328,7.875,19.383333333333336
2018,02,20,0.0,4.608923747789068,25.34166666666667,7.958333333333333,18.766666666666666
2018,02,21,0.0,10.786536653858583,22.34166666666667,11.708333333333334,15.799999999999999
2018,02,22,0.6,2.7254743691593295,21.820833333333336,6.208333333333333,14.14583333333333
2018,02,23,0.0,4.564777084755283,23.470833333333335,5.541666666666667,14.65
2018,02,24,0.0,8.351037490075253,22.69583333333333,9.208333333333334,16.399999999999995
2018,02,25,0.0,7.849275262463419,23.0,8.75,15.841666666666663
2018,02,26,0.0,5.807909227601533,23.379166666666666,7.041666666666667,15.9375
2018,02,27,0.0,8.310823637102034,24.558333333333334,9.291666666666666,17.675
2018,02,28,0.0,10.887383900424643,24.150000000000006,11.458333333333334,18.349999999999998
2018,03,01,0.2,5.558588350210932,25.53333333333333,6.75,18.633333333333336
2018,03,02,0.0,5.325001786400979,26.904166666666665,5.958333333333333,18.375
2018,03,03,0.0,5.255377053921906,27.32083333333333,6.958333333333333,19.42916666666667
2018,03,04,0.0,6.859145815463841,26.85416666666666,7.541666666666667,19.491666666666664
2018,03,05,0.0,6.657114339912613,25.9875,9.0,18.40833333333333
2018,03,06,0.0,10.616246119334496,20.225,12.75,9.345833333333333
2018,03,07,0.0,4.234422488181846,21.17083333333333,6.833333333333333,12.150000000000004
2018,03,08,0.0,5.335591241080258,23.89583333333333,6.333333333333333,11.883333333333335
2018,03,09,0.0,5.962044143220663,25.604166666666668,7.166666666666667,15.15
2018,03,10,0.0,6.770580887606691,27.379166666666674,9.625,16.98333333333333
2018,03,11,0.0,7.826577469183351,21.2625,9.208333333333334,13.662500000000001
2018,03,12,0.0,2.514343598738518,19.658333333333335,5.5,10.191666666666666
2018,03,13,0.0,2.0074122248911315,23.75,6.541666666666667,11.804166666666669
2018,03,14,0.0,3.902534944788469,23.045833333333334,7.166666666666667,16.0375
2018,03,15,19.0,10.683229225150889,19.216666666666665,13.25,11.174999999999999
2018,03,16,0.0,5.230101633693877,19.425,6.583333333333333,10.575000000000001
2018,03,17,0.1,8.91313198589314,22.85416666666666,9.458333333333334,17.375
2018,03,18,32.0,6.12980370017455,22.175,12.458333333333334,18.212500000000002
2018,03,19,0.0,4.2356632822631,19.158333333333328,6.25,10.766666666666666
2018,03,20,0.0,5.216113884902992,20.1625,7.75,11.266666666666666
2018,03,21,0.0,8.563590464887524,16.629166666666666,11.666666666666666,10.074999999999998
2018,03,22,0.0,8.655416818514416,19.150000000000002,10.041666666666666,13.233333333333333
2018,03,23,0.0,7.316565624023499,23.291666666666668,8.208333333333334,15.8125
2018,03,24,12.4,2.359914110291175,20.4875,3.5,14.837500000000004
2018,03,25,7.3,7.305617665428445,15.475000000000001,8.666666666666666,9.487500000000002
2018,03,26,0.0,1.8487556124924198,14.529166666666667,6.458333333333333,8.250000000000002
2018,03,27,0.0,4.041555937471584,19.220833333333335,4.625,13.899999999999999
2018,03,28,0.0,5.16630917190957,21.650000000000002,5.708333333333333,17.758333333333336
2018,03,29,0.0,6.823863346102758,23.34166666666667,7.708333333333333,18.4125
2018,03,30,0.0,2.908130820886311,24.150000000000002,3.125,18.912500000000005
2018,03,31,0.0,6.270829914179577,24.450000000000003,6.708333333333333,19.366666666666667
2018,04,01,0.0,11.585093825479948,22.579166666666662,12.583333333333334,18.004166666666666
2018,04,02,0.0,4.787651581680673,20.795833333333334,7.041666666666667,17.05
2018,04,03,0.0,3.0867074626814914,19.937500000000004,4.625,15.829166666666671
2018,04,04,0.0,4.285625265958948,21.545833333333334,5.166666666666667,16.833333333333332
2018,04,05,0.0,3.913124006896625,24.125,5.5,17.95
2018,04,06,29.0,9.525542328948534,18.616666666666667,11.083333333333334,16.8
2018,04,07,28.0,2.6849334898814172,18.012499999999992,3.9583333333333335,17.2625
2018,04,08,3.0,2.203649387978697,19.670833333333334,4.875,18.529166666666672
2018,04,09,2.8,3.811852449581237,22.058333333333337,4.958333333333333,19.620833333333337
2018,04,10,0.0,10.498640058363248,25.954166666666662,10.833333333333334,19.475000000000005
2018,04,11,0.0,9.126860547959106,27.22916666666667,11.708333333333334,20.845833333333335
2018,04,12,18.0,10.860915429966868,18.287500000000005,11.75,11.966666666666667
2018,04,13,0.0,4.564089666998533,15.020833333333334,6.5,6.008333333333333
2018,04,14,0.0,7.2165104596498795,18.245833333333334,8.541666666666666,11.9375
2018,04,15,0.0,9.831312000025239,20.241666666666667,10.958333333333334,15.1875
2018,04,16,0.0,11.1091092750882,21.500000000000004,12.083333333333334,17.270833333333336
2018,04,17,0.0,8.12173500543492,22.866666666666664,8.541666666666666,18.100000000000005
2018,04,18,0.0,3.8630405113089212,24.13333333333333,6.625,19.520833333333332
2018,04,19,0.0,4.930845381416257,24.212499999999995,6.208333333333333,20.32916666666667
2018,04,20,11.0,7.496052061304086,22.99166666666666,7.875,20.95416666666667
2018,04,21,15.0,0.8282841430837777,21.862499999999997,4.375,20.295833333333334
2018,04,22,0.0,1.6309035204727094,22.94583333333333,3.2083333333333335,19.720833333333335
2018,04,23,18.0,6.467428352496078,20.72499999999999,8.25,19.145833333333336
2018,04,24,0.0,6.25469546294494,19.441666666666663,7.916666666666667,16.687499999999996
2018,04,25,0.5,3.622488383035299,22.604166666666668,5.625,20.250000000000004
2018,04,26,0.0,7.714499394684679,23.40833333333333,8.416666666666666,20.554166666666667
2018,04,27,0.0,5.330701172969976,25.962500000000002,9.583333333333334,21.808333333333337
2018,04,28,18.0,6.002672903272389,20.92083333333333,7.25,19.787499999999998
2018,04,29,117.0,4.248945774873163,19.79166666666666,7.208333333333333,19.5
2018,04,30,2.2,5.878649651499012,19.133333333333336,7.166666666666667,15.916666666666666
2018,05,01,0.1,8.145974123874952,15.495833333333332,8.875,10.975000000000001
2018,05,02,5.9,6.796571711412162,17.41666666666666,8.583333333333334,15.720833333333337
2018,05,03,7.4,1.6354591655730648,18.437499999999996,3.5,16.7125
2018,05,04,0.5,4.774205259671571,18.458333333333336,5.125,17.004166666666666
2018,05,05,10.0,8.210721609748752,18.075,8.916666666666666,17.258333333333336
2018,05,06,0.0,6.984033565436406,19.604166666666668,8.083333333333334,17.670833333333334
2018,05,07,0.0,7.976596645519474,20.70833333333333,8.958333333333334,18.029166666666665
2018,05,08,46.0,6.624096883151579,19.6875,7.541666666666667,18.34583333333333
2018,05,09,9.0,1.4954492702050928,19.274999999999995,3.875,18.508333333333336
2018,05,10,20.0,4.874466110309473,18.49166666666666,5.708333333333333,18.025000000000002
2018,05,11,47.0,7.3850536215764215,17.625000000000004,10.5,15.800000000000002
2018,05,12,0.0,2.1487338897091757,16.1375,4.0,12.408333333333333
2018,05,13,0.0,4.064797179668412,15.725,4.75,13.025000000000004
2018,05,14,0.0,9.383797283741863,18.275000000000002,9.958333333333334,14.412500000000001
2018,05,15,0.0,5.39284672336755,17.529166666666665,8.541666666666666,10.854166666666666
2018,05,16,0.0,4.47495406150575,12.175000000000002,7.333333333333333,6.283333333333335
2018,05,17,5.0,2.2601483389470567,11.491666666666665,3.9166666666666665,8.858333333333333
2018,05,18,0.0,2.9746854375510825,12.508333333333333,5.208333333333333,9.645833333333334
2018,05,19,9.0,8.82183651298331,11.6,9.875,9.691666666666665
2018,05,20,0.0,1.8903196029972538,11.833333333333334,4.75,9.433333333333334
2018,05,21,0.0,5.441110891004871,13.708333333333336,6.583333333333333,9.512500000000001
2018,05,22,0.0,4.6776641951869555,11.491666666666667,4.958333333333333,6.341666666666668
2018,05,23,0.0,3.6409547103442224,12.945833333333333,4.125,7.583333333333333
2018,05,24,0.0,4.275681663789932,14.58333333333333,5.583333333333333,9.429166666666665
2018,05,25,0.0,7.6265303497660595,14.650000000000004,7.833333333333333,9.195833333333333
2018,05,26,0.0,6.893380815343601,15.037500000000003,7.875,10.945833333333333
2018,05,27,0.0,3.837870324603506,18.145833333333332,4.375,14.841666666666667
2018,05,28,0.0,8.644710381933992,20.71666666666667,9.625,17.67916666666667
2018,05,29,0.5,8.030602754692861,22.15833333333333,9.25,17.333333333333336
2018,05,30,47.0,5.077434550751998,16.5375,9.916666666666666,14.491666666666665
2018,05,31,6.0,10.424463389868153,11.791666666666666,10.958333333333334,9.716666666666667
2018,06,01,4.5,11.619275762012043,10.108333333333333,12.208333333333334,6.483333333333333
2018,06,02,0.0,7.681780803024244,8.562499999999998,8.166666666666666,5.016666666666667
2018,06,03,0.0,3.2463630458459245,8.895833333333332,4.541666666666667,4.770833333333332
2018,06,04,0.2,2.7965232576616197,10.04583333333333,4.041666666666667,7.675
2018,06,05,1.0,3.236074928349522,9.258333333333335,3.75,7.216666666666666
2018,06,06,0.0,4.584642590383955,11.783333333333333,6.041666666666667,7.729166666666667
2018,06,07,0.0,9.470397303690957,10.491666666666665,10.25,5.095833333333332
2018,06,08,0.0,6.251301011570068,9.904166666666667,7.25,4.5249999999999995
2018,06,09,0.0,5.257552186200818,12.441666666666668,6.791666666666667,9.187499999999998
2018,06,10,0.0,2.8604274625312174,15.120833333333335,5.958333333333333,12.620833333333332
2018,06,11,0.0,7.282175572132826,13.37083333333333,7.791666666666667,12.187500000000002
2018,06,12,2.0,3.3127174996099846,11.179166666666667,9.25,10.179166666666665
2018,06,13,4.0,13.112135096750414,8.195833333333333,14.416666666666666,5.966666666666668
2018,06,14,0.0,5.716556137454928,7.754166666666666,6.291666666666667,4.3374999999999995
2018,06,15,0.0,3.648735191378727,6.45,4.25,3.204166666666667
2018,06,16,0.0,2.5378028891819553,6.766666666666666,3.875,3.3250000000000006
2018,06,17,0.0,9.175043350497422,9.870833333333332,9.708333333333334,4.383333333333334
2018,06,18,0.0,8.74247326718024,11.95833333333333,9.041666666666666,4.995833333333334
2018,06,19,0.0,9.271077048858352,13.100000000000001,9.75,7.891666666666669
2018,06,20,0.0,5.3784511475272145,14.033333333333331,5.625,10.541666666666666
2018,06,21,0.2,8.745078208166262,15.1625,11.958333333333334,8.416666666666666
2018,06,22,0.0,5.520968414061296,10.308333333333332,6.166666666666667,3.966666666666667
2018,06,23,0.0,5.266555281153369,12.487500000000002,9.166666666666666,5.658333333333334
2018,06,24,0.0,3.2794609353906727,5.4375,7.5,-4.166666666666666
2018,06,25,0.0,5.069971533534551,7.845833333333335,5.625,-0.3749999999999998
2018,06,26,0.0,6.383253764415147,10.533333333333331,7.083333333333333,3.8333333333333335
2018,06,27,0.0,6.760113027609747,12.770833333333334,7.458333333333333,6.154166666666666
2018,06,28,0.0,2.7829930708244572,12.366666666666667,4.125,9.316666666666668
2018,06,29,0.0,1.8625234702333657,14.483333333333334,3.8333333333333335,11.679166666666669
2018,06,30,0.0,3.2858783532215763,11.658333333333331,4.083333333333333,10.820833333333333
2018,07,01,0.0,2.6680516168593322,13.558333333333332,3.75,13.22916666666667
2018,07,02,0.3,9.332731003909672,11.924999999999997,9.791666666666666,9.970833333333333
2018,07,03,0.0,6.8479500733656815,6.016666666666667,7.833333333333333,1.945833333333333
2018,07,04,0.0,4.250447995311871,7.837500000000001,6.0,3.016666666666666
2018,07,05,0.0,9.661002513708318,9.691666666666665,10.5,5.691666666666667
2018,07,06,0.0,9.667499275035532,10.145833333333336,10.0,7.0625
2018,07,07,13.9,10.325571258868044,11.083333333333334,11.416666666666666,10.758333333333333
2018,07,08,3.8,9.423219797246704,11.029166666666667,10.708333333333334,8.424999999999999
2018,07,09,0.0,6.02061952093393,9.120833333333335,6.375,5.808333333333334
2018,07,10,0.0,4.1147769645767935,7.9750000000000005,6.5,5.458333333333333
2018,07,11,0.0,6.934787481445448,10.758333333333333,7.291666666666667,7.525000000000001
2018,07,12,0.0,7.595062571039391,12.35416666666667,10.375,8.925
2018,07,13,0.0,4.286648786850348,12.85416666666667,4.833333333333333,9.154166666666667
2018,07,14,0.0,7.442628273175654,15.641666666666666,7.916666666666667,11.208333333333334
2018,07,15,0.0,6.504539257693697,13.958333333333334,7.625,7.608333333333334
2018,07,16,0.0,11.041427211218773,9.98333333333333,11.75,6.5083333333333355
2018,07,17,0.0,15.954218906909876,10.833333333333336,16.666666666666668,8.516666666666667
2018,07,18,1.0,6.659227612170532,12.691666666666668,6.875,12.433333333333332
2018,07,19,38.0,4.823238298983861,12.970833333333331,5.833333333333333,12.866666666666667
2018,07,20,0.3,12.035979505973405,8.837499999999997,12.208333333333334,7.191666666666666
2018,07,21,0.4,8.382020366370922,8.5375,9.875,2.7000000000000006
2018,07,22,0.0,8.032473980983294,9.733333333333334,8.541666666666666,4.954166666666667
2018,07,23,0.0,7.892550608433503,7.550000000000001,8.333333333333334,1.862500000000001
2018,07,24,0.0,2.938710805049011,5.7625,4.791666666666667,1.8708333333333333
2018,07,25,0.0,10.386608480676841,9.85833333333333,11.291666666666666,7.591666666666668
2018,07,26,45.5,12.666666666666666,11.770833333333334,12.666666666666666,11.679166666666669
2018,07,27,1.1,7.335938189536119,12.070833333333333,8.416666666666666,11.995833333333335
2018,07,28,7.0,0.5466315618809844,12.237500000000004,3.7083333333333335,12.062500000000005
2018,07,29,12.7,11.625069189307244,11.333333333333334,12.208333333333334,10.22916666666667
2018,07,30,0.0,4.04551890279198,10.279166666666667,4.708333333333333,6.933333333333334
2018,07,31,0.0,3.052068782013093,7.945833333333332,4.916666666666667,1.5708333333333335
2018,08,01,0.0,6.662100903062549,8.024999999999999,7.625,3.0875
2018,08,02,0.0,2.676777793731465,8.795833333333333,5.708333333333333,4.158333333333334
2018,08,03,0.0,4.316834685959468,10.637500000000001,5.166666666666667,8.424999999999999
2018,08,04,0.5,5.7631137222383,11.520833333333334,6.583333333333333,9.137499999999998
2018,08,05,0.0,2.6210960501339473,11.641666666666666,3.4583333333333335,7.658333333333334
2018,08,06,0.0,9.223421005261288,14.658333333333331,10.791666666666666,7.733333333333333
2018,08,07,0.0,12.030582902038143,15.270833333333336,12.791666666666666,9.6875
2018,08,08,12.0,5.172206203204994,12.991666666666667,9.541666666666666,9.97916666666667
2018,08,09,10.0,15.716971407646726,9.5125,16.875,4.9
2018,08,10,0.0,7.4458458482652246,9.262500000000001,7.916666666666667,4.204166666666667
2018,08,11,0.0,2.551813955228848,12.6625,4.333333333333333,10.1625
2018,08,12,0.0,7.259099700539901,14.862499999999999,8.541666666666666,10.925000000000002
2018,08,13,0.0,5.5228402379425034,14.716666666666667,7.791666666666667,12.195833333333333
2018,08,14,5.8,9.003858781711704,13.620833333333332,10.5,9.220833333333333
2018,08,15,0.0,0.6670854718370887,11.1875,4.875,4.354166666666666
2018,08,16,0.0,8.659163388517689,13.320833333333335,9.375,9.066666666666668
2018,08,17,0.0,8.895764647670044,15.341666666666667,9.625,11.325000000000001
2018,08,18,0.0,3.5428451855489485,17.691666666666666,12.083333333333334,13.720833333333337
2018,08,19,11.1,11.748910492866662,9.637500000000001,13.5,4.579166666666667
2018,08,20,0.1,8.596790606920473,7.400000000000001,9.916666666666666,1.6041666666666663
2018,08,21,0.0,2.143437798654626,8.070833333333333,4.291666666666667,1.7000000000000002
2018,08,22,0.0,10.008957436341708,10.895833333333334,10.791666666666666,4.654166666666667
2018,08,23,0.0,11.588628637017468,12.233333333333329,13.041666666666666,8.179166666666669
2018,08,24,0.6,6.396591517836591,11.7875,9.333333333333334,8.183333333333332
2018,08,25,0.1,11.368437864831963,9.275000000000002,11.75,0.6291666666666668
2018,08,26,0.0,9.48847579769101,12.358333333333333,10.416666666666666,0.9916666666666667
2018,08,27,0.0,12.458526707625508,16.220833333333335,13.75,4.133333333333334
2018,08,28,0.0,10.630302451843676,16.879166666666666,11.208333333333334,6.1625000000000005
2018,08,29,0.0,4.696793260479327,17.908333333333328,4.916666666666667,11.370833333333332
2018,08,30,0.0,10.98201433377184,14.229166666666666,13.166666666666666,11.362500000000002
2018,08,31,14.0,11.932886448176292,8.604166666666664,14.5,2.8541666666666665
2018,09,01,0.0,11.77413988602246,10.470833333333333,11.958333333333334,5.620833333333334
2018,09,02,0.0,6.198851748723814,12.316666666666668,7.791666666666667,7.745833333333334
2018,09,03,0.0,1.6571176961328988,13.433333333333335,4.583333333333333,10.579166666666667
2018,09,04,0.0,6.38744773723591,14.270833333333336,6.666666666666667,9.299999999999999
2018,09,05,0.0,13.176640218976429,17.266666666666662,13.791666666666666,9.316666666666666
2018,09,06,0.0,8.399798211932273,18.729166666666664,8.708333333333334,11.066666666666668
2018,09,07,0.0,7.459952748979975,17.708333333333332,8.333333333333334,9.2875
2018,09,08,0.0,10.666666666666666,16.741666666666664,10.666666666666666,5.716666666666666
2018,09,09,0.0,11.270022355069548,15.1875,12.083333333333334,10.075000000000001
2018,09,10,4.0,13.496367463077616,14.862500000000002,13.958333333333334,11.00416666666667
2018,09,11,0.0,7.7325057577865,16.175,9.041666666666666,11.066666666666668
2018,09,12,0.0,7.66310306698893,16.24166666666667,9.541666666666666,10.795833333333334
2018,09,13,0.0,5.534276166326869,16.1375,7.583333333333333,12.175000000000002
2018,09,14,0.0,5.467438413020636,15.916666666666664,7.083333333333333,12.625
2018,09,15,0.0,5.045347604380474,16.891666666666666,5.75,14.83333333333333
2018,09,16,12.6,3.2916117378803027,17.991666666666667,5.875,15.870833333333332
2018,09,17,0.0,2.3622321123875905,18.679166666666664,3.875,16.07916666666667
2018,09,18,0.0,9.353717014255766,19.42916666666667,10.333333333333334,16.2
2018,09,19,28.0,5.933076022201781,16.624999999999996,9.583333333333334,9.841666666666669
2018,09,20,0.0,5.900513233385815,17.333333333333332,7.083333333333333,6.841666666666666
2018,09,21,0.0,7.9431598430247075,21.579166666666662,9.75,12.100000000000001
2018,09,22,0.0,6.19987079676223,23.879166666666666,9.625,18.479166666666664
2018,09,23,0.0,8.393262085534783,21.479166666666668,9.791666666666666,10.22916666666667
2018,09,24,0.0,5.881506024780665,18.82083333333333,7.5,6.470833333333334
2018,09,25,0.0,8.154335370245331,19.15,8.791666666666666,9.299999999999999
2018,09,26,0.0,6.791574879957479,20.145833333333332,9.708333333333334,14.475000000000001
2018,09,27,0.0,11.654668148118924,17.020833333333332,12.458333333333334,12.645833333333336
2018,09,28,9.1,10.590600185654187,17.583333333333332,11.958333333333334,15.562499999999998
2018,09,29,56.0,9.662134315076012,19.708333333333332,14.333333333333334,17.458333333333336
2018,09,30,0.0,6.191106375838203,17.5625,7.75,15.287500000000001
2018,10,01,2.1,8.557373686827457,13.966666666666667,11.583333333333334,5.783333333333331
2018,10,02,0.0,3.2356488125263954,12.112499999999999,6.541666666666667,1.9791666666666667
2018,10,03,0.0,5.476601646525173,17.004166666666666,6.583333333333333,4.416666666666666
2018,10,04,0.0,1.6155215587184306,16.295833333333334,5.291666666666667,5.958333333333333
2018,10,05,0.0,2.849943597254992,14.883333333333331,5.583333333333333,7.091666666666668
2018,10,06,0.0,8.251994530256214,16.099999999999998,9.416666666666666,9.225
2018,10,07,0.0,7.639262672056357,19.708333333333332,8.791666666666666,10.637500000000001
2018,10,08,0.0,9.342727596910306,23.504166666666663,10.041666666666666,17.970833333333328
2018,10,09,7.0,8.252298540487784,20.7125,9.416666666666666,11.079166666666667
2018,10,10,0.0,9.787206198713116,17.295833333333334,10.333333333333334,1.804166666666667
2018,10,11,0.0,8.055285345360128,13.8125,8.916666666666666,4.55
2018,10,12,3.9,4.001485845339377,13.412499999999996,7.166666666666667,9.479166666666666
2018,10,13,0.0,1.6263000222151334,15.97916666666667,5.416666666666667,10.412499999999998
2018,10,14,0.0,7.697270890266391,20.091666666666665,8.833333333333334,9.966666666666665
2018,10,15,0.0,8.805303613180817,21.77916666666667,9.791666666666666,10.795833333333333
2018,10,16,0.0,8.769768133426476,22.891666666666666,10.166666666666666,13.304166666666665
2018,10,17,0.5,6.332418218537197,23.112500000000008,7.375,16.416666666666668
2018,10,18,2.0,8.332946011004092,21.062499999999996,11.041666666666666,15.95833333333333
2018,10,19,0.0,12.45640416753567,17.008333333333333,13.791666666666666,10.804166666666665
2018,10,20,5.0,11.673328505767282,15.920833333333333,12.791666666666666,10.158333333333333
2018,10,21,0.0,6.8914343423658115,17.058333333333334,7.791666666666667,11.829166666666666
2018,10,22,1.0,4.976825986527318,18.204166666666662,5.791666666666667,11.883333333333333
2018,10,23,0.0,11.200849166547751,16.354166666666668,11.75,9.179166666666667
2018,10,24,5.0,9.342340194729719,13.779166666666669,10.833333333333334,8.399999999999999
2018,10,25,0.0,5.753381454139841,16.945833333333333,7.041666666666667,11.795833333333334
2018,10,26,0.0,6.024903135985133,17.354166666666668,6.916666666666667,13.279166666666667
2018,10,27,0.0,3.1376263015885337,17.370833333333334,5.833333333333333,12.15
2018,10,28,0.0,3.6801501764368902,19.504166666666666,5.083333333333333,11.533333333333333
2018,10,29,0.0,7.768911236729639,22.370833333333334,9.208333333333334,14.224999999999996
2018,10,30,8.0,7.361808402175869,20.0125,8.75,15.395833333333334
2018,10,31,0.0,6.783464474511664,17.600000000000005,8.791666666666666,13.725000000000001
2018,11,01,0.0,6.117384051313711,13.820833333333333,9.958333333333334,5.591666666666668
2018,11,02,0.0,8.066811965656164,15.866666666666667,9.708333333333334,10.245833333333332
2018,11,03,0.5,5.992252208109259,20.016666666666666,8.833333333333334,13.874999999999998
2018,11,04,0.0,5.628532433281344,22.120833333333326,6.541666666666667,14.466666666666667
2018,11,05,0.0,9.95603518377798,22.920833333333334,11.125,14.862499999999997
2018,11,06,0.0,5.494594503773939,22.45833333333334,6.958333333333333,15.141666666666666
2018,11,07,0.0,8.493801281870374,18.820833333333336,9.541666666666666,10.266666666666667
2018,11,08,0.0,12.654454130817959,21.97083333333333,14.0,13.533333333333337
2018,11,09,0.0,8.852498035492738,27.016666666666666,9.416666666666666,19.120833333333334
2018,11,10,91.0,5.318426395825414,22.69583333333333,10.125,19.029166666666665
2018,11,11,33.0,5.875232312581823,22.441666666666666,9.625,19.816666666666666
2018,11,12,0.0,5.919955999771967,23.991666666666664,7.916666666666667,20.041666666666668
2018,11,13,34.0,0.180644836329083,23.38333333333333,7.083333333333333,20.85833333333333
2018,11,14,0.0,10.744496976408856,21.45,11.5,13.612500000000002
2018,11,15,0.0,3.24390369356773,24.02083333333333,7.083333333333333,12.966666666666667
2018,11,16,10.0,10.308961356243957,16.9,13.458333333333334,8.924999999999997
2018,11,17,5.0,6.5863597567943515,20.216666666666672,13.083333333333334,15.179166666666667
2018,11,18,0.0,6.2542242900410026,19.629166666666663,7.958333333333333,8.704166666666667
2018,11,19,0.0,9.641782361036094,21.9875,10.666666666666666,9.366666666666667
2018,11,20,0.0,11.932068047260785,24.88333333333333,12.541666666666666,10.887499999999996
2018,11,21,0.0,12.61132303758338,27.7375,13.166666666666666,13.033333333333337
2018,11,22,3.0,4.245865361741317,25.487499999999997,13.625,17.420833333333334
2018,11,23,0.0,15.029918483099916,17.075000000000003,16.416666666666668,11.7875
2018,11,24,0.0,8.686566164207594,18.79583333333333,9.791666666666666,11.558333333333335
2018,11,25,0.0,2.692931009957805,19.458333333333336,4.708333333333333,9.241666666666664
2018,11,26,0.0,6.227079019520084,23.10416666666666,7.0,11.575000000000003
2018,11,27,0.0,9.644971759779521,22.375,10.833333333333334,11.170833333333333
2018,11,28,0.0,10.998428640436204,21.61666666666667,11.625,14.904166666666669
2018,11,29,0.0,8.756166707669516,20.341666666666665,10.458333333333334,16.2
2018,11,30,0.0,3.2623618665866956,21.57083333333333,5.291666666666667,16.462499999999995
2018,12,01,13.0,14.333339429970843,17.854166666666668,16.083333333333332,10.916666666666666
2018,12,02,0.0,7.852920895201018,15.254166666666668,9.833333333333334,5.9624999999999995
2018,12,03,0.0,6.9250204543984415,20.375,10.333333333333334,8.533333333333333
